"leafID","leafID2","species","ind","trt","spore_assay","processor","symptoms","sp_viable","inf_viable","counter","date_counted","count1","count2","count3","count4","vol1","vol2","vol3","vol4","lesion_size","notes"
201,"201S","LIDE",1,"C","S",,,,,,,,,,,,,,,,
201,"201C","LIDE",1,"C","C",,,,,,,,,,,,,,,,
202,"202S","LIDE",2,"C","S",,,,,,,,,,,,,,,,
202,"202C","LIDE",2,"C","C",,,,,,,,,,,,,,,,
203,"203S","LIDE",3,"C","S",,,,,,,,,,,,,,,,
203,"203C","LIDE",3,"C","C",,,,,,,,,,,,,,,,
204,"204S","LIDE",4,"C","S",,,,,,,,,,,,,,,,
204,"204C","LIDE",4,"C","C",,,,,,,,,,,,,,,,
205,"205S","LIDE",5,"C","S",,,,,,,,,,,,,,,,
205,"205C","LIDE",5,"C","C",,,,,,,,,,,,,,,,
206,"206S","LIDE",6,"C","S",,,,,,,,,,,,,,,,
206,"206C","LIDE",6,"C","C",,,,,,,,,,,,,,,,
207,"207S","LIDE",7,"C","S",,,,,,,,,,,,,,,,
207,"207C","LIDE",7,"C","C",,,,,,,,,,,,,,,,
208,"208S","LIDE",8,"C","S",,,,,,,,,,,,,,,,
208,"208C","LIDE",8,"C","C",,,,,,,,,,,,,,,,
209,"209S","LIDE",9,"C","S",,,,,,,,,,,,,,,,
209,"209C","LIDE",9,"C","C",,,,,,,,,,,,,,,,
210,"210S","LIDE",10,"C","S",,,,,,,,,,,,,,,,
210,"210C","LIDE",10,"C","C",,,,,,,,,,,,,,,,
211,"211S","QUAG",1,"T","S",,,,,,,,,,,,,,,,
212,"212S","QUAG",2,"T","S",,,,,,,,,,,,,,,,
213,"213S","QUAG",3,"T","S",,,,,,,,,,,,,,,,
214,"214S","QUAG",4,"T","S",,,,,,,,,,,,,,,,
215,"215S","QUAG",5,"T","S",,,,,,,,,,,,,,,,
216,"216S","QUAG",6,"T","S",,,,,,,,,,,,,,,,
217,"217S","QUAG",7,"T","S",,,,,,,,,,,,,,,,
218,"218S","QUAG",8,"T","S",,,,,,,,,,,,,,,,
219,"219S","QUAG",9,"T","S",,,,,,,,,,,,,,,,
220,"220S","QUAG",10,"T","S",,,,,,,,,,,,,,,,
221,"221S","QUAG",11,"T","S",,,,,,,,,,,,,,,,
222,"222S","QUAG",12,"T","S",,,,,,,,,,,,,,,,
223,"223S","QUAG",13,"T","S",,,,,,,,,,,,,,,,
224,"224S","QUAG",14,"T","S",,,,,,,,,,,,,,,,
225,"225S","QUAG",15,"T","S",,,,,,,,,,,,,,,,
226,"226S","QUAG",16,"T","S",,,,,,,,,,,,,,,,
227,"227S","QUAG",17,"T","S",,,,,,,,,,,,,,,,
228,"228S","QUAG",18,"T","S",,,,,,,,,,,,,,,,
229,"229S","QUAG",19,"T","S",,,,,,,,,,,,,,,,
230,"230S","QUAG",20,"T","S",,,,,,,,,,,,,,,,
231,"231S","QUAG",21,"T","S",,,,,,,,,,,,,,,,
232,"232S","QUAG",22,"T","S",,,,,,,,,,,,,,,,
233,"233S","QUAG",23,"T","S",,,,,,,,,,,,,,,,
234,"234S","QUAG",24,"T","S",,,,,,,,,,,,,,,,
235,"235S","QUAG",25,"T","S",,,,,,,,,,,,,,,,
236,"236S","QUAG",26,"T","S",,,,,,,,,,,,,,,,
237,"237S","QUAG",27,"T","S",,,,,,,,,,,,,,,,
238,"238S","QUAG",28,"T","S",,,,,,,,,,,,,,,,
239,"239S","QUAG",29,"T","S",,,,,,,,,,,,,,,,
240,"240S","QUAG",30,"T","S",,,,,,,,,,,,,,,,
241,"241S","QUAG",31,"T","S",,,,,,,,,,,,,,,,
242,"242S","QUAG",32,"T","S",,,,,,,,,,,,,,,,
243,"243S","QUAG",1,"C","S",,,,,,,,,,,,,,,,
244,"244S","QUAG",2,"C","S",,,,,,,,,,,,,,,,
245,"245S","QUAG",3,"C","S",,,,,,,,,,,,,,,,
246,"246S","QUAG",4,"C","S",,,,,,,,,,,,,,,,
247,"247S","QUAG",5,"C","S",,,,,,,,,,,,,,,,
248,"248S","QUAG",6,"C","S",,,,,,,,,,,,,,,,
249,"249S","QUAG",7,"C","S",,,,,,,,,,,,,,,,
250,"250S","QUAG",8,"C","S",,,,,,,,,,,,,,,,
251,"251S","QUAG",9,"C","S",,,,,,,,,,,,,,,,
252,"252S","QUAG",10,"C","S",,,,,,,,,,,,,,,,
253,"253S","QUCH",1,"T","S",,,,,,,,,,,,,,,,
254,"254S","QUCH",2,"T","S",,,,,,,,,,,,,,,,
255,"255S","QUCH",3,"T","S",,,,,,,,,,,,,,,,
256,"256S","QUCH",4,"T","S",,,,,,,,,,,,,,,,
257,"257S","QUCH",5,"T","S",,,,,,,,,,,,,,,,
258,"258S","QUCH",6,"T","S",,,,,,,,,,,,,,,,
259,"259S","QUCH",7,"T","S",,,,,,,,,,,,,,,,
260,"260S","QUCH",8,"T","S",,,,,,,,,,,,,,,,
261,"261S","QUCH",9,"T","S",,,,,,,,,,,,,,,,
262,"262S","QUCH",10,"T","S",,,,,,,,,,,,,,,,
263,"263S","QUCH",11,"T","S",,,,,,,,,,,,,,,,
264,"264S","QUCH",12,"T","S",,,,,,,,,,,,,,,,
265,"265S","QUCH",13,"T","S",,,,,,,,,,,,,,,,
266,"266S","QUCH",14,"T","S",,,,,,,,,,,,,,,,
267,"267S","QUCH",15,"T","S",,,,,,,,,,,,,,,,
268,"268S","QUCH",16,"T","S",,,,,,,,,,,,,,,,
269,"269S","QUCH",17,"T","S",,,,,,,,,,,,,,,,
270,"270S","QUCH",18,"T","S",,,,,,,,,,,,,,,,
271,"271S","QUCH",19,"T","S",,,,,,,,,,,,,,,,
272,"272S","QUCH",20,"T","S",,,,,,,,,,,,,,,,
273,"273S","QUCH",21,"T","S",,,,,,,,,,,,,,,,
274,"274S","QUCH",22,"T","S",,,,,,,,,,,,,,,,
275,"275S","QUCH",23,"T","S",,,,,,,,,,,,,,,,
276,"276S","QUCH",24,"T","S",,,,,,,,,,,,,,,,
277,"277S","QUCH",25,"T","S",,,,,,,,,,,,,,,,
278,"278S","QUCH",26,"T","S",,,,,,,,,,,,,,,,
279,"279S","QUCH",27,"T","S",,,,,,,,,,,,,,,,
280,"280S","QUCH",28,"T","S",,,,,,,,,,,,,,,,
281,"281S","QUCH",29,"T","S",,,,,,,,,,,,,,,,
282,"282S","QUCH",30,"T","S",,,,,,,,,,,,,,,,
283,"283S","QUCH",31,"T","S",,,,,,,,,,,,,,,,
284,"284S","QUCH",32,"T","S",,,,,,,,,,,,,,,,
285,"285S","QUCH",1,"C","S",,,,,,,,,,,,,,,,
286,"286S","QUCH",2,"C","S",,,,,,,,,,,,,,,,
287,"287S","QUCH",3,"C","S",,,,,,,,,,,,,,,,
288,"288S","QUCH",4,"C","S",,,,,,,,,,,,,,,,
289,"289S","QUCH",5,"C","S",,,,,,,,,,,,,,,,
290,"290S","QUCH",6,"C","S",,,,,,,,,,,,,,,,
291,"291S","QUCH",7,"C","S",,,,,,,,,,,,,,,,
292,"292S","QUCH",8,"C","S",,,,,,,,,,,,,,,,
293,"293S","QUCH",9,"C","S",,,,,,,,,,,,,,,,
294,"294S","QUCH",10,"C","S",,,,,,,,,,,,,,,,
295,"295S","QUPA",1,"T","S",,,,,,,,,,,,,,,,
296,"296S","QUPA",2,"T","S",,,,,,,,,,,,,,,,
297,"297S","QUPA",3,"T","S",,,,,,,,,,,,,,,,
298,"298S","QUPA",4,"T","S",,,,,,,,,,,,,,,,
299,"299S","QUPA",5,"T","S",,,,,,,,,,,,,,,,
300,"300S","QUPA",6,"T","S",,,,,,,,,,,,,,,,
301,"301S","QUPA",7,"T","S",,,,,,,,,,,,,,,,
302,"302S","QUPA",8,"T","S",,,,,,,,,,,,,,,,
303,"303S","QUPA",9,"T","S",,,,,,,,,,,,,,,,
304,"304S","QUPA",10,"T","S",,,,,,,,,,,,,,,,
305,"305S","QUPA",11,"T","S",,,,,,,,,,,,,,,,
306,"306S","QUPA",12,"T","S",,,,,,,,,,,,,,,,
307,"307S","QUPA",13,"T","S",,,,,,,,,,,,,,,,
308,"308S","QUPA",14,"T","S",,,,,,,,,,,,,,,,
309,"309S","QUPA",15,"T","S",,,,,,,,,,,,,,,,
310,"310S","QUPA",16,"T","S",,,,,,,,,,,,,,,,
311,"311S","QUPA",17,"T","S",,,,,,,,,,,,,,,,
312,"312S","QUPA",18,"T","S",,,,,,,,,,,,,,,,
313,"313S","QUPA",19,"T","S",,,,,,,,,,,,,,,,
314,"314S","QUPA",20,"T","S",,,,,,,,,,,,,,,,
315,"315S","QUPA",21,"T","S",,,,,,,,,,,,,,,,
316,"316S","QUPA",22,"T","S",,,,,,,,,,,,,,,,
317,"317S","QUPA",23,"T","S",,,,,,,,,,,,,,,,
318,"318S","QUPA",24,"T","S",,,,,,,,,,,,,,,,
319,"319S","QUPA",25,"T","S",,,,,,,,,,,,,,,,
320,"320S","QUPA",26,"T","S",,,,,,,,,,,,,,,,
321,"321S","QUPA",27,"T","S",,,,,,,,,,,,,,,,
322,"322S","QUPA",28,"T","S",,,,,,,,,,,,,,,,
323,"323S","QUPA",29,"T","S",,,,,,,,,,,,,,,,
324,"324S","QUPA",30,"T","S",,,,,,,,,,,,,,,,
325,"325S","QUPA",31,"T","S",,,,,,,,,,,,,,,,
326,"326S","QUPA",32,"T","S",,,,,,,,,,,,,,,,
327,"327S","QUPA",1,"C","S",,,,,,,,,,,,,,,,
328,"328S","QUPA",2,"C","S",,,,,,,,,,,,,,,,
329,"329S","QUPA",3,"C","S",,,,,,,,,,,,,,,,
330,"330S","QUPA",4,"C","S",,,,,,,,,,,,,,,,
331,"331S","QUPA",5,"C","S",,,,,,,,,,,,,,,,
332,"332S","QUPA",6,"C","S",,,,,,,,,,,,,,,,
333,"333S","QUPA",7,"C","S",,,,,,,,,,,,,,,,
334,"334S","QUPA",8,"C","S",,,,,,,,,,,,,,,,
335,"335S","QUPA",9,"C","S",,,,,,,,,,,,,,,,
336,"336S","QUPA",10,"C","S",,,,,,,,,,,,,,,,
337,"337S","TODI",1,"T","S",,,,,,,,,,,,,,,,
337,"337C","TODI",1,"T","C",,,,,,,,,,,,,,,,
338,"338S","TODI",2,"T","S",,,,,,,,,,,,,,,,
338,"338C","TODI",2,"T","C",,,,,,,,,,,,,,,,
339,"339S","TODI",3,"T","S",,,,,,,,,,,,,,,,
339,"339C","TODI",3,"T","C",,,,,,,,,,,,,,,,
340,"340S","TODI",4,"T","S",,,,,,,,,,,,,,,,
340,"340C","TODI",4,"T","C",,,,,,,,,,,,,,,,
341,"341S","TODI",5,"T","S",,,,,,,,,,,,,,,,
341,"341C","TODI",5,"T","C",,,,,,,,,,,,,,,,
342,"342S","TODI",6,"T","S",,,,,,,,,,,,,,,,
342,"342C","TODI",6,"T","C",,,,,,,,,,,,,,,,
343,"343S","TODI",7,"T","S",,,,,,,,,,,,,,,,
343,"343C","TODI",7,"T","C",,,,,,,,,,,,,,,,
344,"344S","TODI",8,"T","S",,,,,,,,,,,,,,,,
344,"344C","TODI",8,"T","C",,,,,,,,,,,,,,,,
345,"345S","TODI",9,"T","S",,,,,,,,,,,,,,,,
345,"345C","TODI",9,"T","C",,,,,,,,,,,,,,,,
346,"346S","TODI",10,"T","S",,,,,,,,,,,,,,,,
346,"346C","TODI",10,"T","C",,,,,,,,,,,,,,,,
347,"347S","TODI",11,"T","S",,,,,,,,,,,,,,,,
347,"347C","TODI",11,"T","C",,,,,,,,,,,,,,,,
348,"348S","TODI",12,"T","S",,,,,,,,,,,,,,,,
348,"348C","TODI",12,"T","C",,,,,,,,,,,,,,,,
349,"349S","TODI",13,"T","S",,,,,,,,,,,,,,,,
349,"349C","TODI",13,"T","C",,,,,,,,,,,,,,,,
350,"350S","TODI",14,"T","S",,,,,,,,,,,,,,,,
350,"350C","TODI",14,"T","C",,,,,,,,,,,,,,,,
351,"351S","TODI",15,"T","S",,,,,,,,,,,,,,,,
351,"351C","TODI",15,"T","C",,,,,,,,,,,,,,,,
352,"352S","TODI",16,"T","S",,,,,,,,,,,,,,,,
352,"352C","TODI",16,"T","C",,,,,,,,,,,,,,,,
353,"353S","TODI",17,"T","S",,,,,,,,,,,,,,,,
353,"353C","TODI",17,"T","C",,,,,,,,,,,,,,,,
354,"354S","TODI",18,"T","S",,,,,,,,,,,,,,,,
354,"354C","TODI",18,"T","C",,,,,,,,,,,,,,,,
355,"355S","TODI",19,"T","S",,,,,,,,,,,,,,,,
355,"355C","TODI",19,"T","C",,,,,,,,,,,,,,,,
356,"356S","TODI",20,"T","S",,,,,,,,,,,,,,,,
356,"356C","TODI",20,"T","C",,,,,,,,,,,,,,,,
357,"357S","TODI",21,"T","S",,,,,,,,,,,,,,,,
357,"357C","TODI",21,"T","C",,,,,,,,,,,,,,,,
358,"358S","TODI",22,"T","S",,,,,,,,,,,,,,,,
358,"358C","TODI",22,"T","C",,,,,,,,,,,,,,,,
359,"359S","TODI",23,"T","S",,,,,,,,,,,,,,,,
359,"359C","TODI",23,"T","C",,,,,,,,,,,,,,,,
360,"360S","TODI",24,"T","S",,,,,,,,,,,,,,,,
360,"360C","TODI",24,"T","C",,,,,,,,,,,,,,,,
361,"361S","TODI",25,"T","S",,,,,,,,,,,,,,,,
361,"361C","TODI",25,"T","C",,,,,,,,,,,,,,,,
362,"362S","TODI",26,"T","S",,,,,,,,,,,,,,,,
362,"362C","TODI",26,"T","C",,,,,,,,,,,,,,,,
363,"363S","TODI",27,"T","S",,,,,,,,,,,,,,,,
363,"363C","TODI",27,"T","C",,,,,,,,,,,,,,,,
364,"364S","TODI",28,"T","S",,,,,,,,,,,,,,,,
364,"364C","TODI",28,"T","C",,,,,,,,,,,,,,,,
365,"365S","TODI",29,"T","S",,,,,,,,,,,,,,,,
365,"365C","TODI",29,"T","C",,,,,,,,,,,,,,,,
366,"366S","TODI",30,"T","S",,,,,,,,,,,,,,,,
366,"366C","TODI",30,"T","C",,,,,,,,,,,,,,,,
367,"367S","TODI",31,"T","S",,,,,,,,,,,,,,,,
367,"367C","TODI",31,"T","C",,,,,,,,,,,,,,,,
368,"368S","TODI",32,"T","S",,,,,,,,,,,,,,,,
368,"368C","TODI",32,"T","C",,,,,,,,,,,,,,,,
369,"369S","TODI",1,"C","S",,,,,,,,,,,,,,,,
369,"369C","TODI",1,"C","C",,,,,,,,,,,,,,,,
370,"370S","TODI",2,"C","S",,,,,,,,,,,,,,,,
370,"370C","TODI",2,"C","C",,,,,,,,,,,,,,,,
371,"371S","TODI",3,"C","S",,,,,,,,,,,,,,,,
371,"371C","TODI",3,"C","C",,,,,,,,,,,,,,,,
372,"372S","TODI",4,"C","S",,,,,,,,,,,,,,,,
372,"372C","TODI",4,"C","C",,,,,,,,,,,,,,,,
373,"373S","TODI",5,"C","S",,,,,,,,,,,,,,,,
373,"373C","TODI",5,"C","C",,,,,,,,,,,,,,,,
374,"374S","TODI",6,"C","S",,,,,,,,,,,,,,,,
374,"374C","TODI",6,"C","C",,,,,,,,,,,,,,,,
375,"375S","TODI",7,"C","S",,,,,,,,,,,,,,,,
375,"375C","TODI",7,"C","C",,,,,,,,,,,,,,,,
376,"376S","TODI",8,"C","S",,,,,,,,,,,,,,,,
376,"376C","TODI",8,"C","C",,,,,,,,,,,,,,,,
377,"377S","TODI",9,"C","S",,,,,,,,,,,,,,,,
377,"377C","TODI",9,"C","C",,,,,,,,,,,,,,,,
378,"378S","TODI",10,"C","S",,,,,,,,,,,,,,,,
378,"378C","TODI",10,"C","C",,,,,,,,,,,,,,,,
379,"379S","UMCA",1,"T","S",,,,,,,,,,,,,,,,
379,"379C","UMCA",1,"T","C",,,,,,,,,,,,,,,,
380,"380S","UMCA",2,"T","S",,,,,,,,,,,,,,,,
380,"380C","UMCA",2,"T","C",,,,,,,,,,,,,,,,
381,"381S","UMCA",3,"T","S",,,,,,,,,,,,,,,,
381,"381C","UMCA",3,"T","C",,,,,,,,,,,,,,,,
382,"382S","UMCA",4,"T","S",,,,,,,,,,,,,,,,
382,"382C","UMCA",4,"T","C",,,,,,,,,,,,,,,,
383,"383S","UMCA",5,"T","S",,,,,,,,,,,,,,,,
383,"383C","UMCA",5,"T","C",,,,,,,,,,,,,,,,
384,"384S","UMCA",6,"T","S",,,,,,,,,,,,,,,,
384,"384C","UMCA",6,"T","C",,,,,,,,,,,,,,,,
385,"385S","UMCA",7,"T","S",,,,,,,,,,,,,,,,
385,"385C","UMCA",7,"T","C",,,,,,,,,,,,,,,,
386,"386S","UMCA",8,"T","S",,,,,,,,,,,,,,,,
386,"386C","UMCA",8,"T","C",,,,,,,,,,,,,,,,
387,"387S","UMCA",9,"T","S",,,,,,,,,,,,,,,,
387,"387C","UMCA",9,"T","C",,,,,,,,,,,,,,,,
388,"388S","UMCA",10,"T","S",,,,,,,,,,,,,,,,
388,"388C","UMCA",10,"T","C",,,,,,,,,,,,,,,,
389,"389S","UMCA",11,"T","S",,,,,,,,,,,,,,,,
389,"389C","UMCA",11,"T","C",,,,,,,,,,,,,,,,
390,"390S","UMCA",12,"T","S",,,,,,,,,,,,,,,,
390,"390C","UMCA",12,"T","C",,,,,,,,,,,,,,,,
391,"391S","UMCA",13,"T","S",,,,,,,,,,,,,,,,
391,"391C","UMCA",13,"T","C",,,,,,,,,,,,,,,,
392,"392S","UMCA",14,"T","S",,,,,,,,,,,,,,,,
392,"392C","UMCA",14,"T","C",,,,,,,,,,,,,,,,
393,"393S","UMCA",15,"T","S",,,,,,,,,,,,,,,,
393,"393C","UMCA",15,"T","C",,,,,,,,,,,,,,,,
394,"394S","UMCA",16,"T","S",,,,,,,,,,,,,,,,
394,"394C","UMCA",16,"T","C",,,,,,,,,,,,,,,,
395,"395S","UMCA",17,"T","S",,,,,,,,,,,,,,,,
395,"395C","UMCA",17,"T","C",,,,,,,,,,,,,,,,
396,"396S","UMCA",18,"T","S",,,,,,,,,,,,,,,,
396,"396C","UMCA",18,"T","C",,,,,,,,,,,,,,,,
397,"397S","UMCA",19,"T","S",,,,,,,,,,,,,,,,
397,"397C","UMCA",19,"T","C",,,,,,,,,,,,,,,,
398,"398S","UMCA",20,"T","S",,,,,,,,,,,,,,,,
398,"398C","UMCA",20,"T","C",,,,,,,,,,,,,,,,
399,"399S","UMCA",21,"T","S",,,,,,,,,,,,,,,,
399,"399C","UMCA",21,"T","C",,,,,,,,,,,,,,,,
400,"400S","UMCA",22,"T","S",,,,,,,,,,,,,,,,
400,"400C","UMCA",22,"T","C",,,,,,,,,,,,,,,,
401,"401S","UMCA",23,"T","S",,,,,,,,,,,,,,,,
401,"401C","UMCA",23,"T","C",,,,,,,,,,,,,,,,
402,"402S","UMCA",24,"T","S",,,,,,,,,,,,,,,,
402,"402C","UMCA",24,"T","C",,,,,,,,,,,,,,,,
403,"403S","UMCA",25,"T","S",,,,,,,,,,,,,,,,
403,"403C","UMCA",25,"T","C",,,,,,,,,,,,,,,,
404,"404S","UMCA",26,"T","S",,,,,,,,,,,,,,,,
404,"404C","UMCA",26,"T","C",,,,,,,,,,,,,,,,
405,"405S","UMCA",27,"T","S",,,,,,,,,,,,,,,,
405,"405C","UMCA",27,"T","C",,,,,,,,,,,,,,,,
406,"406S","UMCA",28,"T","S",,,,,,,,,,,,,,,,
406,"406C","UMCA",28,"T","C",,,,,,,,,,,,,,,,
407,"407S","UMCA",29,"T","S",,,,,,,,,,,,,,,,
407,"407C","UMCA",29,"T","C",,,,,,,,,,,,,,,,
408,"408S","UMCA",30,"T","S",,,,,,,,,,,,,,,,
408,"408C","UMCA",30,"T","C",,,,,,,,,,,,,,,,
409,"409S","UMCA",31,"T","S",,,,,,,,,,,,,,,,
409,"409C","UMCA",31,"T","C",,,,,,,,,,,,,,,,
410,"410S","UMCA",32,"T","S",,,,,,,,,,,,,,,,
410,"410C","UMCA",32,"T","C",,,,,,,,,,,,,,,,
411,"411S","UMCA",1,"C","S",,,,,,,,,,,,,,,,
411,"411C","UMCA",1,"C","C",,,,,,,,,,,,,,,,
412,"412S","UMCA",2,"C","S",,,,,,,,,,,,,,,,
412,"412C","UMCA",2,"C","C",,,,,,,,,,,,,,,,
413,"413S","UMCA",3,"C","S",,,,,,,,,,,,,,,,
413,"413C","UMCA",3,"C","C",,,,,,,,,,,,,,,,
414,"414S","UMCA",4,"C","S",,,,,,,,,,,,,,,,
414,"414C","UMCA",4,"C","C",,,,,,,,,,,,,,,,
415,"415S","UMCA",5,"C","S",,,,,,,,,,,,,,,,
415,"415C","UMCA",5,"C","C",,,,,,,,,,,,,,,,
416,"416S","UMCA",6,"C","S",,,,,,,,,,,,,,,,
416,"416C","UMCA",6,"C","C",,,,,,,,,,,,,,,,
417,"417S","UMCA",7,"C","S",,,,,,,,,,,,,,,,
417,"417C","UMCA",7,"C","C",,,,,,,,,,,,,,,,
418,"418S","UMCA",8,"C","S",,,,,,,,,,,,,,,,
418,"418C","UMCA",8,"C","C",,,,,,,,,,,,,,,,
419,"419S","UMCA",9,"C","S",,,,,,,,,,,,,,,,
419,"419C","UMCA",9,"C","C",,,,,,,,,,,,,,,,
420,"420S","UMCA",10,"C","S",,,,,,,,,,,,,,,,
420,"420C","UMCA",10,"C","C",,,,,,,,,,,,,,,,
