"coef","lower","upper","est","SE","species"
".sig01",1,1.95661249401094,NA,NA,NA
"speciesACMA",239.104704030643,1124.35515963021,505.021738767558,1.5111879346427,"ACMA"
"speciesARME",19.9328889705742,97.0448771183491,46.2810415014992,1.49299805098764,"ARME"
"speciesHEAR",6.98781523606024e-13,0.43799375798053,0.139465352465822,2.06528466854121,"HEAR"
"speciesLIDE",68.802712144079,327.13455848124,158.590808937362,1.53568226072069,"LIDE"
"speciesQUKE",271.596209755694,1301.22681929008,592.411571413871,1.49161867085806,"QUKE"
"speciesRHCA",2.37877316302333e-25,0.202942732706451,0.048739648859117,2.95832576169302,"RHCA"
"speciesTODI",65.2716297315615,383.414608827588,160.628609073322,1.49500915102295,"TODI"
"speciesUMCA",159.696930553445,813.149948817932,354.557744954083,1.5005685931386,"UMCA"
