"leafID","leafID2","species","ind","leaf","trt","spore_assay","processor","spore_counter","date_counted","count1","count2","count3","prop","perc_lesion","leaf_area_cm2","lesion_area_cm2","asymp","notes","omit","easting","northing","date_proc"
172,"172S","LIDE",4,1,"T","S","LMR","LMR",2019-08-01,"7","11","1","NA",0.81,1.23,0.01,1,"no drop",NA,605839,4023823,2019-05-17
172,"172C","LIDE",4,1,"T","C","LMR","EL",2019-07-16,"0","NA","NA","1",0.29,1.23,0,1,"no drop",NA,605839,4023823,2019-05-17
173,"173S","LIDE",5,1,"T","S","LMR","LMR",2019-08-01,"3","1","0","NA",2.45,1.23,0.03,NA,NA,NA,605839,4023823,2019-05-17
173,"173C","LIDE",5,1,"T","C","LMR","EL",2019-07-17,"0","NA","NA","1",8.82,1.23,0.11,NA,NA,NA,605839,4023823,2019-05-17
174,"174S","LIDE",6,1,"T","S","LMR","LMR",2019-08-01,"20","16","19","NA",0.73,1.23,0.01,NA,NA,NA,605836,4023838,2019-05-17
174,"174C","LIDE",6,1,"T","C","LMR","EL",2019-07-17,"0","NA","NA","1",3.34,1.23,0.04,NA,NA,NA,605836,4023838,2019-05-17
175,"175S","LIDE",7,1,"T","S","LMR","LMR",2019-08-01,"5","6","9","NA",14.19,1.23,0.17,NA,NA,NA,605826,4023848,2019-05-17
175,"175C","LIDE",7,1,"T","C","LMR","EL",2019-07-19,"0","NA","NA","1",11.14,1.23,0.14,NA,NA,NA,605826,4023848,2019-05-17
176,"176S","LIDE",8,1,"T","S","LMR","LMR",2019-08-01,"23","27","26","NA",8.75,1.23,0.11,NA,NA,NA,605826,4023848,2019-05-17
176,"176C","LIDE",8,1,"T","C","LMR","EL",2019-07-19,"0","NA","NA","1",2.13,1.23,0.03,NA,NA,NA,605826,4023848,2019-05-17
177,"177S","LIDE",9,1,"T","S","LMR","LMR",2019-08-01,"1","6","7","NA",1.59,1.23,0.02,NA,NA,NA,605829,4023840,2019-05-17
177,"177C","LIDE",9,1,"T","C","LMR","SF",2019-07-24,"0","NA","NA","1",3.98,1.23,0.05,NA,NA,NA,605829,4023840,2019-05-17
178,"178S","LIDE",10,1,"T","S","LMR","LMR",2019-08-01,"18","21","18","NA",12.91,1.23,0.16,NA,NA,NA,605796,4023846,2019-05-17
178,"178C","LIDE",10,1,"T","C","LMR","SF",2019-07-24,"0","NA","NA","1",12.38,1.23,0.15,NA,NA,NA,605796,4023846,2019-05-17
179,"179S","LIDE",11,1,"T","S","LMR","LMR",2019-08-01,"4","4","5","NA",4.05,1.23,0.05,NA,NA,NA,605792,4023853,2019-05-17
179,"179C","LIDE",11,1,"T","C","LMR","SF",2019-07-24,"0","NA","NA","1",0.39,1.23,0,NA,NA,NA,605792,4023853,2019-05-17
180,"180S","LIDE",12,1,"T","S","LMR","LMR",2019-08-01,"12","12","11","NA",11.29,1.23,0.14,NA,NA,NA,605788,4023862,2019-05-17
180,"180C","LIDE",12,1,"T","C","LMR","SF",2019-07-24,"0","NA","NA","1",3.98,1.23,0.05,1,"no drop",NA,605788,4023862,2019-05-17
181,"181S","LIDE",13,1,"T","S","LMR","LMR",2019-08-01,"6","10","9","NA",10.21,1.23,0.13,NA,NA,NA,605786,4023864,2019-05-17
181,"181C","LIDE",13,1,"T","C","LMR","SF",2019-07-24,"0","NA","NA","1",8.61,1.23,0.11,NA,NA,NA,605786,4023864,2019-05-17
182,"182S","LIDE",14,1,"T","S","LMR","LMR",2019-08-01,"10","9","12","NA",10.2,1.23,0.13,NA,NA,NA,605786,4023864,2019-05-17
182,"182C","LIDE",14,1,"T","C","LMR","SF",2019-07-24,"0","NA","NA","1",9.7,1.23,0.12,NA,NA,NA,605786,4023864,2019-05-17
183,"183S","LIDE",15,1,"T","S","LMR","LMR",2019-08-01,"2","2","2","NA",0,1.23,0,1,NA,NA,605786,4023864,2019-05-17
183,"183C","LIDE",15,1,"T","C","LMR","SF",2019-07-24,"0","NA","NA","1",9.8,1.23,0.12,NA,NA,NA,605786,4023864,2019-05-17
184,"184S","LIDE",16,1,"T","S","LMR","LMR",2019-08-01,"6","2","8","NA",15.56,1.23,0.19,NA,NA,NA,605821,4023875,2019-05-17
184,"184C","LIDE",16,1,"T","C","LMR","SF",2019-07-24,"20","NA","NA","1",14.28,1.23,0.18,NA,NA,NA,605821,4023875,2019-05-17
185,"185S","LIDE",17,1,"T","S","LMR","LMR",2019-08-01,"5","4","3","NA",9.16,1.23,0.11,NA,NA,NA,605821,4023875,2019-05-17
185,"185C","LIDE",17,1,"T","C","LMR","SF",2019-07-24,"0","NA","NA","1",13.76,1.23,0.17,NA,NA,NA,605821,4023875,2019-05-17
186,"186S","LIDE",18,1,"T","S","LMR","LMR",2019-08-01,"6","3","5","NA",8.91,1.23,0.11,NA,NA,NA,605827,4023881,2019-05-17
186,"186C","LIDE",18,1,"T","C","LMR","SF",2019-07-25,"0","NA","NA","1",9.25,1.23,0.11,NA,NA,NA,605827,4023881,2019-05-17
187,"187S","LIDE",19,1,"T","S","LMR","LMR",2019-08-01,"3","2","3","NA",7.49,1.23,0.09,NA,NA,NA,605827,4023881,2019-05-17
187,"187C","LIDE",19,1,"T","C","LMR","SF",2019-07-25,"12","NA","NA","1",3.69,1.23,0.05,NA,NA,NA,605827,4023881,2019-05-17
188,"188S","LIDE",20,1,"T","S","LMR","LMR",2019-08-01,"2","3","2","NA",9.22,1.23,0.11,NA,NA,NA,605833,4023896,2019-05-17
188,"188C","LIDE",20,1,"T","C","LMR","SF",2019-07-25,"6","NA","NA","1",8.86,1.23,0.11,NA,NA,NA,605833,4023896,2019-05-17
189,"189S","LIDE",21,1,"T","S","LMR","LMR",2019-08-01,"34","22","19","NA",9.79,1.23,0.12,NA,"discs on top of each other",NA,605839,4023882,2019-05-17
189,"189C","LIDE",21,1,"T","C","LMR","SF",2019-07-25,"0","NA","NA","1",1.61,1.23,0.02,NA,"discs on top of each other",NA,605839,4023882,2019-05-17
190,"190S","LIDE",22,1,"T","S","LMR","LMR",2019-08-01,"8","7","4","NA",10.68,1.23,0.13,NA,NA,NA,605847,4023884,2019-05-17
190,"190C","LIDE",22,1,"T","C","LMR","SF",2019-07-25,"0","NA","NA","1",8.25,1.23,0.1,NA,NA,NA,605847,4023884,2019-05-17
191,"191S","LIDE",23,1,"T","S","LMR","LMR",2019-08-01,"3","4","3","NA",7.57,1.23,0.09,NA,NA,NA,605844,4023883,2019-05-17
191,"191C","LIDE",23,1,"T","C","LMR","SF",2019-07-25,"0","NA","NA","1",2.77,1.23,0.03,NA,NA,NA,605844,4023883,2019-05-17
192,"192S","LIDE",24,1,"T","S","LMR","LMR",2019-08-01,"4","4","8","NA",5.93,1.23,0.07,NA,NA,NA,605844,4023883,2019-05-17
192,"192C","LIDE",24,1,"T","C","LMR","SF",2019-07-25,"0","NA","NA","1",8.33,1.23,0.1,NA,NA,NA,605844,4023883,2019-05-17
193,"193S","LIDE",25,1,"T","S","LMR","LMR",2019-08-01,"17","18","18","NA",11.18,1.23,0.14,NA,NA,NA,605842,4023874,2019-05-17
193,"193C","LIDE",25,1,"T","C","LMR","SF",2019-07-25,"84","NA","NA","1",10.43,1.23,0.13,NA,NA,NA,605842,4023874,2019-05-17
194,"194S","LIDE",26,1,"T","S","LMR","LMR",2019-08-01,"20","20","18","NA",9.59,1.23,0.12,NA,NA,NA,605843,4023870,2019-05-17
194,"194C","LIDE",26,1,"T","C","LMR","SF",2019-07-25,"24","NA","NA","1",10.95,1.23,0.13,NA,NA,NA,605843,4023870,2019-05-17
195,"195S","LIDE",27,1,"T","S","LMR","LMR",2019-08-01,"0","1","0","NA",0,1.23,0,NA,NA,NA,605840,4023853,2019-05-17
195,"195C","LIDE",27,1,"T","C","LMR","SF",2019-07-25,"2","NA","NA","1",9.7,1.23,0.12,NA,NA,NA,605840,4023853,2019-05-17
196,"196S","LIDE",28,1,"T","S","LMR","LMR",2019-08-01,"10","12","10","NA",10.26,1.23,0.13,NA,NA,NA,605859,4023863,2019-05-17
196,"196C","LIDE",28,1,"T","C","LMR","SF",2019-07-26,"0","NA","NA","1",0,1.23,0,1,NA,NA,605859,4023863,2019-05-17
197,"197S","LIDE",29,1,"T","S","LMR","LMR",2019-08-01,"12","6","8","NA",2.55,1.23,0.03,NA,NA,NA,605857,4023866,2019-05-17
197,"197C","LIDE",29,1,"T","C","LMR","SF",2019-07-26,"0","NA","NA","1",2.46,1.23,0.03,NA,NA,NA,605857,4023866,2019-05-17
198,"198S","LIDE",30,1,"T","S","LMR","LMR",2019-08-01,"12","8","12","NA",12.16,1.23,0.15,NA,NA,NA,605857,4023866,2019-05-17
198,"198C","LIDE",30,1,"T","C","LMR","SF",2019-07-26,"0","NA","NA","1",13.3,1.23,0.16,NA,NA,NA,605857,4023866,2019-05-17
199,"199S","LIDE",31,1,"T","S","LMR","LMR",2019-08-01,"2","6","0","NA",1.92,1.23,0.02,NA,NA,NA,605857,4023866,2019-05-17
199,"199C","LIDE",31,1,"T","C","LMR","SF",2019-07-26,"0","NA","NA","1",1.54,1.23,0.02,NA,NA,NA,605857,4023866,2019-05-17
200,"200S","LIDE",32,1,"T","S","LMR","LMR",2019-08-01,"10","14","10","NA",12.15,1.23,0.15,NA,NA,NA,605840,4023841,2019-05-17
200,"200C","LIDE",32,1,"T","C","LMR","SF",2019-07-26,"6","NA","NA","1",10.39,1.23,0.13,NA,NA,NA,605840,4023841,2019-05-17
201,"201S","LIDE",1,1,"C","S","EJH","LMR",2019-08-08,"0","0","0","NA",0.12,1.23,0,NA,NA,NA,605866,4023810,2019-05-17
201,"201C","LIDE",1,1,"C","C","LMR","SF",2019-07-26,"0","NA","NA","1",0.14,1.23,0,NA,NA,NA,605866,4023810,2019-05-17
202,"202C","LIDE",2,1,"C","C","LMR","SF",2019-07-26,"0","NA","NA","1",0.12,1.23,0,NA,NA,NA,605835,4023819,2019-05-17
202,"202S","LIDE",2,1,"C","S","EJH","LMR",2019-08-08,"0","0","0","NA",1.72,1.23,0.02,NA,"dry",NA,605835,4023819,2019-05-17
203,"203S","LIDE",3,1,"C","S","EJH","LMR",2019-08-08,"0","0","0","NA",1.46,1.23,0.02,NA,NA,NA,605839,4023823,2019-05-17
203,"203C","LIDE",3,1,"C","C","LMR","SF",2019-07-26,"0","NA","NA","1",0.22,1.23,0,NA,NA,NA,605839,4023823,2019-05-17
204,"204S","LIDE",4,1,"C","S","EJH","LMR",2019-08-08,"0","0","0","NA",2.22,1.23,0.03,NA,NA,NA,605839,4023823,2019-05-17
204,"204C","LIDE",4,1,"C","C","LMR","SF",2019-07-26,"0","NA","NA","1",0.04,1.23,0,NA,"dry",NA,605839,4023823,2019-05-17
205,"205S","LIDE",5,1,"C","S","EJH","LMR",2019-08-08,"0","0","0","NA",1.45,1.23,0.02,NA,NA,NA,605839,4023823,2019-05-17
205,"205C","LIDE",5,1,"C","C","LMR","SF",2019-07-26,"0","NA","NA","1",0.4,1.23,0,NA,NA,NA,605839,4023823,2019-05-17
206,"206S","LIDE",6,1,"C","S","EJH","LMR",2019-08-08,"0","0","0","NA",0.12,1.23,0,NA,NA,NA,605836,4023838,2019-05-17
206,"206C","LIDE",6,1,"C","C","LMR","SF",2019-07-26,"0","NA","NA","1",0.5,1.23,0.01,NA,"dry",NA,605836,4023838,2019-05-17
207,"207S","LIDE",7,1,"C","S","EJH","LMR",2019-08-08,"0","0","0","NA",0.49,1.23,0.01,NA,NA,NA,605826,4023848,2019-05-17
207,"207C","LIDE",7,1,"C","C","LMR","SF",2019-07-26,"0","NA","NA","1",0.11,1.23,0,NA,NA,NA,605826,4023848,2019-05-17
208,"208C","LIDE",8,1,"C","C","LMR","SF",2019-07-26,"0","NA","NA","1",0.12,1.23,0,NA,NA,NA,605826,4023848,2019-05-17
208,"208S","LIDE",8,1,"C","S","EJH","LMR",2019-08-08,"0","0","0","NA",0.31,1.23,0,NA,"dry",NA,605826,4023848,2019-05-17
209,"209S","LIDE",9,1,"C","S","EJH","LMR",2019-08-08,"0","0","0","NA",0,1.23,0,NA,NA,NA,605829,4023840,2019-05-17
209,"209C","LIDE",9,1,"C","C","LMR","SF",2019-07-26,"0","NA","NA","1",0,1.23,0,NA,NA,NA,605829,4023840,2019-05-17
210,"210S","LIDE",10,1,"C","S","EJH","LMR",2019-08-08,"0","0","0","NA",0,1.23,0,NA,NA,NA,605796,4023846,2019-05-17
210,"210C","LIDE",10,1,"C","C","LMR","SF",2019-07-26,"0","NA","NA","1",0,1.23,0,NA,NA,NA,605796,4023846,2019-05-17
211,"211S","LIDE",11,1,"C","S","EJH","LMR",2019-08-08,"0","0","0","NA",0,1.23,0,NA,NA,NA,605792,4023853,2019-05-17
211,"211C","LIDE",11,1,"C","C","LMR","EL",2019-07-31,"0","NA","NA","1",0,1.23,0,NA,NA,NA,605792,4023853,2019-05-17
212,"212S","LIDE",12,1,"C","S","EJH","LMR",2019-08-08,"0","0","0","NA",0,1.23,0,NA,NA,NA,605788,4023862,2019-05-17
212,"212C","LIDE",12,1,"C","C","LMR","EL",2019-07-31,"0","NA","NA","1",0,1.23,0,NA,"dry",NA,605788,4023862,2019-05-17
213,"213S","LIDE",13,1,"C","S","EJH","LMR",2019-08-08,"0","0","0","NA",0,1.23,0,NA,NA,NA,605786,4023864,2019-05-17
213,"213C","LIDE",13,1,"C","C","LMR","SF",2019-07-31,"0","NA","NA","1",0,1.23,0,NA,NA,NA,605786,4023864,2019-05-17
214,"214C","LIDE",14,1,"C","C","LMR","SF",2019-07-31,"0","NA","NA","1",0,1.23,0,NA,NA,NA,605786,4023864,2019-05-17
214,"214S","LIDE",14,1,"C","S","EJH","LMR",2019-08-08,"0","0","0","NA",0,1.23,0,NA,"dry",NA,605786,4023864,2019-05-17
215,"215S","LIDE",15,1,"C","S","EJH","LMR",2019-08-08,"0","0","0","NA",0,1.23,0,NA,NA,NA,605786,4023864,2019-05-17
215,"215C","LIDE",15,1,"C","C","LMR","SF",2019-07-31,"0","NA","NA","1",0,1.23,0,NA,NA,NA,605786,4023864,2019-05-17
216,"216S","LIDE",16,1,"C","S","EJH","LMR",2019-08-08,"0","0","0","NA",0,1.23,0,NA,NA,NA,605821,4023875,2019-05-17
216,"216C","LIDE",16,1,"C","C","LMR","SF",2019-07-31,"0","NA","NA","1",0,1.23,0,NA,NA,NA,605821,4023875,2019-05-17
217,"217S","LIDE",17,1,"C","S","EJH","LMR",2019-08-08,"0","0","0","NA",0.1,1.23,0,NA,NA,NA,605821,4023875,2019-05-17
217,"217C","LIDE",17,1,"C","C","LMR","SF",2019-07-31,"0","NA","NA","1",0.45,1.23,0.01,NA,NA,NA,605821,4023875,2019-05-17
218,"218S","LIDE",18,1,"C","S","EJH","LMR",2019-08-08,"0","0","0","NA",0.1,1.23,0,NA,NA,NA,605827,4023881,2019-05-17
218,"218C","LIDE",18,1,"C","C","LMR","SF",2019-07-31,"0","NA","NA","1",0.06,1.23,0,NA,NA,NA,605827,4023881,2019-05-17
219,"219S","LIDE",19,1,"C","S","EJH","LMR",2019-08-08,"0","0","0","NA",0.16,1.23,0,NA,NA,NA,605827,4023881,2019-05-17
219,"219C","LIDE",19,1,"C","C","LMR","SF",2019-07-31,"0","NA","NA","1",0.31,1.23,0,NA,NA,NA,605827,4023881,2019-05-17
220,"220S","LIDE",20,1,"C","S","EJH","LMR",2019-08-08,"0","0","0","NA",0.02,1.23,0,NA,"bifucated spore that looked like a sporangia. Counted 11times. Not it",NA,605833,4023896,2019-05-17
220,"220C","LIDE",20,1,"C","C","LMR","SF",2019-07-31,"0","NA","NA","1",0.02,1.23,0,NA,"dry",NA,605833,4023896,2019-05-17
221,"221S","LIDE",21,1,"C","S","EJH","LMR",2019-08-08,"0","0","0","NA",0,1.23,0,NA,NA,NA,605839,4023882,2019-05-17
221,"221C","LIDE",21,1,"C","C","LMR","SF",2019-07-31,"0","NA","NA","1",0,1.23,0,NA,NA,NA,605839,4023882,2019-05-17
222,"222S","LIDE",22,1,"C","S","EJH","LMR",2019-08-08,"0","0","0","NA",0,1.23,0,NA,NA,NA,605847,4023884,2019-05-17
222,"222C","LIDE",22,1,"C","C","LMR","SF",2019-07-31,"0","NA","NA","1",0,1.23,0,NA,NA,NA,605847,4023884,2019-05-17
223,"223S","LIDE",23,1,"C","S","EJH","LMR",2019-08-08,"0","0","0","NA",0,1.23,0,NA,NA,NA,605844,4023883,2019-05-17
223,"223C","LIDE",23,1,"C","C","LMR","SF",2019-07-31,"0","NA","NA","1",0,1.23,0,NA,NA,NA,605844,4023883,2019-05-17
224,"224S","LIDE",24,1,"C","S","EJH","LMR",2019-08-08,"0","0","0","NA",0,1.23,0,NA,NA,NA,605844,4023883,2019-05-17
224,"224C","LIDE",24,1,"C","C","LMR","SF",2019-07-31,"0","NA","NA","1",0,1.23,0,NA,NA,NA,605844,4023883,2019-05-17
225,"225S","LIDE",25,1,"C","S","HP","LMR",2019-08-08,"0","0","0","NA",0,1.23,0,NA,NA,NA,605842,4023874,2019-05-17
225,"225C","LIDE",25,1,"C","C","LMR","SF",2019-08-02,"0","NA","NA","1",0,1.23,0,NA,NA,NA,605842,4023874,2019-05-17
226,"226S","LIDE",26,1,"C","S","HP","LMR",2019-08-08,"0","0","0","NA",7.14,1.23,0.09,NA,NA,NA,605843,4023870,2019-05-17
226,"226C","LIDE",26,1,"C","C","LMR","SF",2019-08-02,"0","NA","NA","1",0,1.23,0,NA,NA,NA,605843,4023870,2019-05-17
227,"227S","LIDE",27,1,"C","S","HP","LMR",2019-08-08,"0","0","0","NA",0,1.23,0,NA,NA,NA,605840,4023853,2019-05-17
227,"227C","LIDE",27,1,"C","C","LMR","SF",2019-08-02,"0","NA","NA","1",0,1.23,0,NA,NA,NA,605840,4023853,2019-05-17
228,"228C","LIDE",28,1,"C","C","LMR","SF",2019-08-02,"0","NA","NA","1",0,1.23,0,NA,NA,NA,605859,4023863,2019-05-17
228,"228S","LIDE",28,1,"C","S","HP","LMR",2019-08-08,"0","0","0","NA",0,1.23,0,NA,"dry",NA,605859,4023863,2019-05-17
229,"229S","LIDE",29,1,"C","S","HP","LMR",2019-08-08,"0","0","0","NA",0,1.23,0,NA,NA,NA,605857,4023866,2019-05-17
229,"229C","LIDE",29,1,"C","C","LMR","SF",2019-08-02,"0","NA","NA","1",0,1.23,0,NA,NA,NA,605857,4023866,2019-05-17
230,"230S","LIDE",30,1,"C","S","HP","LMR",2019-08-08,"0","0","0","NA",0,1.23,0,NA,NA,NA,605857,4023866,2019-05-17
230,"230C","LIDE",30,1,"C","C","LMR","SF",2019-08-02,"0","NA","NA","1",0,1.23,0,NA,NA,NA,605857,4023866,2019-05-17
231,"231S","LIDE",31,1,"C","S","HP","LMR",2019-08-08,"0","0","0","NA",0,1.23,0,NA,NA,NA,605857,4023866,2019-05-17
231,"231C","LIDE",31,1,"C","C","LMR","SF",2019-08-02,"0","NA","NA","1",0,1.23,0,NA,NA,NA,605857,4023866,2019-05-17
232,"232S","LIDE",32,1,"C","S","HP","LMR",2019-08-08,"0","0","0","NA",0,1.23,0,NA,NA,NA,605840,4023841,2019-05-17
232,"232C","LIDE",32,1,"C","C","LMR","SF",2019-08-02,"0","NA","NA","1",0,1.23,0,NA,NA,NA,605840,4023841,2019-05-17
233,"233S","QUAG",1,1,"T","S","LMR","LMR",2019-08-08,"1","0","0","NA",20.23,1.23,0.25,NA,"leave drier, still lesions",NA,605933,4023758,2019-05-17
234,"234S","QUAG",2,1,"T","S","LMR","LMR",2019-08-08,"0","0","0","NA",15.28,1.23,0.19,NA,"leave drier, still lesions",NA,605911,4023750,2019-05-17
235,"235S","QUAG",3,1,"T","S","LMR","LMR",2019-08-08,"2","1","0","NA",11.44,1.23,0.14,NA,"leave drier, still lesions",NA,605911,4023750,2019-05-17
236,"236S","QUAG",4,1,"T","S","LMR","LMR",2019-08-08,"2","1","1","NA",17.29,1.23,0.21,NA,"leave drier, still lesions",NA,605906,4023767,2019-05-17
237,"237S","QUAG",5,1,"T","S","LMR","LMR",2019-08-08,"2","1","0","NA",8.13,1.23,0.1,NA,NA,NA,605902,4023768,2019-05-17
238,"238S","QUAG",6,1,"T","S","LMR","LMR",2019-08-08,"2","0","0","NA",36.12,1.23,0.44,NA,NA,NA,605897,4023769,2019-05-17
239,"239S","QUAG",7,1,"T","S","LMR","LMR",2019-08-08,"3","1","2","NA",24.01,1.23,0.29,NA,NA,NA,605910,4023785,2019-05-17
240,"240S","QUAG",8,1,"T","S","LMR","LMR",2019-08-08,"0","2","1","NA",11.62,1.23,0.14,NA,NA,NA,605897,4023802,2019-05-17
241,"241S","QUAG",9,1,"T","S","LMR","LMR",2019-08-08,"1","1","1","NA",12.33,1.23,0.15,NA,NA,NA,605943,4023764,2019-05-17
242,"242S","QUAG",10,1,"T","S","LMR","LMR",2019-08-08,"0","1","0","NA",27.37,1.23,0.34,NA,NA,NA,605954,4023762,2019-05-17
243,"243S","QUAG",11,1,"T","S","LMR","LMR",2019-08-08,"2","0","0","NA",8.42,1.23,0.1,NA,NA,NA,605954,4023762,2019-05-17
244,"244S","QUAG",12,1,"T","S","LMR","LMR",2019-08-08,"0","0","0","NA",26.37,1.23,0.32,NA,NA,NA,605938,4023770,2019-05-17
245,"245S","QUAG",13,1,"T","S","LMR","LMR",2019-08-08,"1","0","0","NA",10.64,1.23,0.13,NA,NA,NA,605970,4023762,2019-05-17
246,"246S","QUAG",14,1,"T","S","LMR","LMR",2019-08-08,"0","0","1","NA",6.91,1.23,0.08,NA,NA,NA,605975,4023758,2019-05-17
247,"247S","QUAG",15,1,"T","S","LMR","LMR",2019-08-08,"1","1","4","NA",11.07,1.23,0.14,NA,NA,NA,605971,4023760,2019-05-17
248,"248S","QUAG",16,1,"T","S","LMR","LMR",2019-08-08,"2","0","1","NA",12.79,1.23,0.16,NA,NA,NA,605970,4023758,2019-05-17
249,"249S","QUAG",17,1,"T","S","LMR","LMR",2019-08-08,"6","6","2","NA",33.33,1.23,0.41,NA,"dry",NA,605968,4023761,2019-05-17
250,"250S","QUAG",18,1,"T","S","LMR","LMR",2019-08-08,"1","2","0","NA",32.69,1.23,0.4,NA,NA,NA,605959,4023752,2019-05-17
251,"251S","QUAG",19,1,"T","S","LMR","LMR",2019-08-08,"13","4","6","NA",19.52,1.23,0.24,NA,"dry",NA,605961,4023753,2019-05-17
252,"252S","QUAG",20,1,"T","S","LMR","LMR",2019-08-08,"1","5","2","NA",84.84,1.23,1.04,NA,"dry",NA,605954,4023745,2019-05-17
253,"253S","QUAG",21,1,"T","S","LMR","LMR",2019-08-08,"1","0","1","NA",31.39,1.23,0.39,NA,"dry",NA,605949,4023744,2019-05-17
254,"254S","QUAG",22,1,"T","S","LMR","LMR",2019-08-08,"0","2","1","NA",19.06,1.23,0.23,NA,"dry",NA,605945,4023740,2019-05-17
255,"255S","QUAG",23,1,"T","S","LMR","LMR",2019-08-08,"0","0","0","NA",9.2,1.23,0.11,NA,NA,NA,605946,4023728,2019-05-17
256,"256S","QUAG",24,1,"T","S","LMR","LMR",2019-08-08,"3","9","2","NA",13.61,1.23,0.17,NA,"dry",NA,605946,4023722,2019-05-17
257,"257S","QUAG",25,1,"T","S","LMR","LMR",2019-08-08,"0","0","0","NA",16.35,1.23,0.2,NA,"dry",NA,605937,4023729,2019-05-17
258,"258S","QUAG",26,1,"T","S","LMR","LMR",2019-08-08,"1","1","1","NA",10.42,1.23,0.13,NA,"dry",NA,605933,4023720,2019-05-17
259,"259S","QUAG",27,1,"T","S","LMR","LMR",2019-08-08,"5","8","4","NA",13.44,1.23,0.16,NA,NA,NA,605941,4023721,2019-05-17
260,"260S","QUAG",28,1,"T","S","LMR","LMR",2019-08-08,"1","0","0","NA",3.87,1.23,0.05,NA,NA,NA,605944,4023718,2019-05-17
261,"261S","QUAG",29,1,"T","S","LMR","LMR",2019-08-08,"2","2","3","NA",14.33,1.23,0.18,NA,NA,NA,605938,4023715,2019-05-17
262,"262S","QUAG",30,1,"T","S","LMR","LMR",2019-08-08,"2","0","0","NA",13.48,1.23,0.17,NA,NA,NA,605928,4023716,2019-05-17
263,"263S","QUAG",31,1,"T","S","LMR","LMR",2019-08-08,"0","0","0","NA",2.7,1.23,0.03,1,"small lesions. Might not see on photo",NA,605919,4023717,2019-05-17
264,"264S","QUAG",32,1,"T","S","LMR","LMR",2019-08-08,"0","0","0","NA",13.44,1.23,0.16,NA,NA,NA,605929,4023705,2019-05-17
265,"265S","QUAG",1,1,"C","S","EJH","LMR",2019-08-09,"0","0","0","NA",0,1.23,0,NA,NA,NA,605933,4023758,2019-05-17
266,"266S","QUAG",2,1,"C","S","EJH","LMR",NA,"NA","NA","NA","NA",0,1.23,0,NA,NA,NA,605911,4023750,2019-05-17
267,"267S","QUAG",3,1,"C","S","EJH","LMR",NA,"NA","NA","NA","NA",0,1.23,0,NA,NA,NA,605911,4023750,2019-05-17
268,"268S","QUAG",4,1,"C","S","EJH","LMR",2019-08-09,"0","0","0","NA",0,1.23,0,NA,NA,NA,605906,4023767,2019-05-17
269,"269S","QUAG",5,1,"C","S","EJH","LMR",NA,"NA","NA","NA","NA",0,1.23,0,NA,NA,NA,605902,4023768,2019-05-17
270,"270S","QUAG",6,1,"C","S","EJH","LMR",NA,"NA","NA","NA","NA",0,1.23,0,NA,NA,NA,605897,4023769,2019-05-17
271,"271S","QUAG",7,1,"C","S","EJH","LMR",NA,"NA","NA","NA","NA",0,1.23,0,NA,NA,NA,605910,4023785,2019-05-17
272,"272S","QUAG",8,1,"C","S","EJH","LMR",NA,"NA","NA","NA","NA",0,1.23,0,NA,NA,NA,605897,4023802,2019-05-17
273,"273S","QUAG",9,1,"C","S","EJH","LMR",2019-08-09,"0","0","0","NA",0,1.23,0,NA,NA,NA,605943,4023764,2019-05-17
274,"274S","QUAG",10,1,"C","S","EJH","LMR",NA,"NA","NA","NA","NA",0,1.23,0,NA,"dry",NA,605954,4023762,2019-05-17
275,"275S","QUAG",11,1,"C","S","EJH","LMR",NA,"NA","NA","NA","NA",0,1.23,0,NA,"dry",NA,605954,4023762,2019-05-17
276,"276S","QUAG",12,1,"C","S","EJH","LMR",2019-08-09,"0","0","0","NA",0,1.23,0,NA,"dry",NA,605938,4023770,2019-05-17
277,"277S","QUAG",13,1,"C","S","EJH","LMR",NA,"NA","NA","NA","NA",0,1.23,0,NA,NA,NA,605970,4023762,2019-05-17
278,"278S","QUAG",14,1,"C","S","EJH","LMR",NA,"NA","NA","NA","NA",0,1.23,0,NA,NA,NA,605975,4023758,2019-05-17
279,"279S","QUAG",15,1,"C","S","EJH","LMR",2019-08-09,"0","0","0","NA",0,1.23,0,NA,NA,NA,605971,4023760,2019-05-17
280,"280S","QUAG",16,1,"C","S","EJH","LMR",NA,"NA","NA","NA","NA",0,1.23,0,NA,NA,NA,605970,4023758,2019-05-17
281,"281S","QUAG",17,1,"C","S","EJH","LMR",2019-08-09,"0","0","0","NA",0,1.23,0,NA,NA,NA,605968,4023761,2019-05-17
282,"282S","QUAG",18,1,"C","S","EJH","LMR",NA,"NA","NA","NA","NA",0,1.23,0,NA,NA,NA,605959,4023752,2019-05-17
283,"283S","QUAG",19,1,"C","S","EJH","LMR",NA,"NA","NA","NA","NA",0,1.23,0,NA,NA,NA,605961,4023753,2019-05-17
284,"284S","QUAG",20,1,"C","S","EJH","LMR",2019-08-09,"0","0","0","NA",0,1.23,0,NA,NA,NA,605954,4023745,2019-05-17
285,"285S","QUAG",21,1,"C","S","EJH","LMR",NA,"NA","NA","NA","NA",0,1.23,0,NA,NA,NA,605949,4023744,2019-05-17
286,"286S","QUAG",22,1,"C","S","EJH","LMR",NA,"NA","NA","NA","NA",0,1.23,0,NA,NA,NA,605945,4023740,2019-05-17
