"leafID","leafID2","species","ind","leaf","trt","spore_assay","processor","spore_counter","date_counted","count1","count2","count3","prop","perc_lesion","leaf_area_cm2","lesion_area_cm2","asymp","notes","omit","easting","northing","date_proc"
85,"85C","CEOL",1,2,"T","C","LMR","NA",NA,"NA","NA","NA","NA",31.44,1.23,0.39,NA,"disinigrated",NA,605839,4023839,2019-05-17
86,"86S","CEOL",2,1,"T","S","SF","LMR",2019-08-07,"1","0","2","NA",100,1.23,1.23,NA,NA,NA,605791,4023869,2019-05-17
86,"86C","CEOL",2,1,"T","C","LMR","LMR",2019-08-15,"26","NA","NA","0.1",88.08,1.23,1.08,NA,NA,NA,605791,4023869,2019-05-17
87,"87S","CEOL",3,1,"T","S","SF","LMR",2019-08-07,"1","0","2","NA",29.23,1.23,0.36,NA,NA,NA,605791,4023869,2019-05-17
87,"87C","CEOL",3,1,"T","C","LMR","SF",2019-06-15,"1","NA","NA","1",27.98,1.23,0.34,NA,NA,NA,605791,4023869,2019-05-17
88,"88S","CEOL",4,1,"T","S","SF","LMR",2019-08-07,"0","0","1","NA",75.9,1.23,0.93,NA,NA,NA,605791,4023869,2019-05-17
88,"88C","CEOL",4,1,"T","C","LMR","SF",2019-06-15,"100","NA","NA","0.1",91.98,1.23,1.13,NA,NA,NA,605791,4023869,2019-05-17
89,"89S","CEOL",5,1,"T","S","SF","LMR",2019-08-07,"0","0","0","NA",100,1.23,1.23,NA,NA,NA,605786,4023862,2019-05-17
89,"89C","CEOL",5,1,"T","C","LMR","SF",2019-06-15,"180","NA","NA","1",80.73,1.23,0.99,NA,NA,NA,605786,4023862,2019-05-17
90,"90S","CEOL",6,1,"T","S","SF","LMR",2019-08-07,"1","0","1","NA",100,1.23,1.23,NA,NA,NA,605797,4023865,2019-05-17
90,"90C","CEOL",6,1,"T","C","LMR","SF",2019-06-15,"249","NA","NA","0.1",100,1.23,1.23,NA,NA,NA,605797,4023865,2019-05-17
91,"91S","CEOL",7,1,"T","S","SF","LMR",2019-08-07,"1","1","0","NA",51.43,1.23,0.63,NA,NA,NA,605794,4023870,2019-05-17
91,"91C","CEOL",7,1,"T","C","LMR","SF",2019-06-15,"20","NA","NA","1",30.47,1.23,0.37,NA,NA,NA,605794,4023870,2019-05-17
92,"92S","CEOL",8,1,"T","S","SF","LMR",2019-08-07,"1","3","0","NA",100,1.23,1.23,NA,NA,NA,605793,4023870,2019-05-17
92,"92C","CEOL",8,1,"T","C","LMR","SF",2019-06-15,"18","NA","NA","1",32.53,1.23,0.4,NA,NA,NA,605793,4023870,2019-05-17
93,"93S","CEOL",9,1,"T","S","SF","LMR",2019-08-07,"0","0","0","NA",34.94,1.23,0.43,NA,NA,NA,605793,4023876,2019-05-17
93,"93C","CEOL",9,1,"T","C","LMR","EL",2019-06-15,"184","NA","NA","0.1",88.12,1.23,1.08,NA,NA,NA,605793,4023876,2019-05-17
94,"94S","CEOL",10,1,"T","S","SF","LMR",2019-08-07,"0","0","0","NA",100,1.23,1.23,NA,NA,NA,605793,4023876,2019-05-17
94,"94C","CEOL",10,2,"T","C","LMR","EL",2019-06-15,"253","NA","NA","0.1",100,1.23,1.23,NA,NA,NA,605793,4023876,2019-05-17
95,"95S","CEOL",11,1,"T","S","SF","LMR",2019-08-07,"1","0","0","NA",100,1.23,1.23,NA,NA,NA,605793,4023876,2019-05-17
95,"95C","CEOL",11,1,"T","C","LMR","EL",2019-06-15,"186","NA","NA","0.05",100,1.23,1.23,NA,NA,NA,605793,4023876,2019-05-17
96,"96S","CEOL",12,1,"T","S","SF","LMR",2019-08-07,"1","0","0","NA",85.28,1.23,1.05,NA,NA,NA,605793,4023876,2019-05-17
96,"96C","CEOL",12,1,"T","C","LMR","EL",2019-06-15,"261","NA","NA","0.1",77.29,1.23,0.95,NA,NA,NA,605793,4023876,2019-05-17
97,"97S","CEOL",13,1,"T","S","SF","LMR",2019-08-07,"1","0","0","NA",100,1.23,1.23,1,NA,NA,605797,4023875,2019-05-17
97,"97C","CEOL",13,1,"T","C","LMR","EL",2019-06-15,"33","NA","NA","0.1",0,1.23,0,NA,NA,NA,605797,4023875,2019-05-17
98,"98S","CEOL",14,1,"T","S","SF","LMR",2019-08-07,"1","0","0","NA",33.62,1.23,0.41,NA,NA,NA,605797,4023875,2019-05-17
98,"98C","CEOL",14,1,"T","C","LMR","EL",2019-06-15,"81","NA","NA","0.1",70.89,1.23,0.87,NA,NA,NA,605797,4023875,2019-05-17
99,"99S","CEOL",15,1,"T","S","SF","LMR",2019-08-07,"1","0","1","NA",47.74,1.23,0.59,NA,NA,NA,605799,4023873,2019-05-17
99,"99C","CEOL",15,1,"T","C","LMR","LMR",2019-06-01,"115","NA","NA","2.5000000000000001E-2",100,1.23,1.23,NA,NA,NA,605799,4023873,2019-05-17
100,"100S","CEOL",16,1,"T","S","SF","LMR",2019-08-07,"1","0","2","NA",30.89,1.23,0.38,NA,NA,NA,605798,4023879,2019-05-17
100,"100C","CEOL",16,1,"T","C","LMR","EL",2019-06-15,"74","NA","NA","0.1",14.1,1.23,0.17,NA,NA,NA,605798,4023879,2019-05-17
101,"101S","CEOL",17,1,"T","S","SF","LMR",2019-08-07,"1","0","0","NA",100,1.23,1.23,NA,NA,NA,605798,4023879,2019-05-17
101,"101C","CEOL",17,1,"T","C","LMR","EL",2019-06-15,"19","NA","NA","0.1",100,1.23,1.23,NA,NA,NA,605798,4023879,2019-05-17
102,"102S","CEOL",18,1,"T","S","SF","LMR",2019-08-07,"1","0","0","NA",100,1.23,1.23,NA,NA,NA,605798,4023879,2019-05-17
102,"102C","CEOL",18,1,"T","C","LMR","SF",2019-06-15,"31","NA","NA","0.1",87.01,1.23,1.07,NA,NA,NA,605798,4023879,2019-05-17
103,"103S","CEOL",19,1,"T","S","SF","LMR",2019-08-07,"0","0","0","NA",82.65,1.23,1.01,NA,NA,NA,605811,4023871,2019-05-17
103,"103C","CEOL",19,1,"T","C","LMR","SF",2019-06-15,"301","NA","NA","0.1",22.66,1.23,0.28,NA,"drop fell to side",NA,605811,4023871,2019-05-17
104,"104S","CEOL",20,1,"T","S","SF","LMR",2019-08-07,"1","2","1","NA",100,1.23,1.23,NA,NA,NA,605811,4023871,2019-05-17
104,"104C","CEOL",20,1,"T","C","LMR","LMR",2019-06-01,"65","NA","NA","2.5000000000000001E-2",100,1.23,1.23,NA,NA,NA,605811,4023871,2019-05-17
105,"105S","CEOL",21,1,"T","S","SF","LMR",2019-08-07,"1","0","0","NA",100,1.23,1.23,NA,NA,NA,605811,4023871,2019-05-17
105,"105C","CEOL",21,1,"T","C","LMR","SF",2019-06-15,"216","NA","NA","0.1",100,1.23,1.23,NA,NA,NA,605811,4023871,2019-05-17
106,"106S","CEOL",22,1,"T","S","SF","LMR",2019-08-07,"0","0","1","NA",70.73,1.23,0.87,NA,NA,NA,605811,4023871,2019-05-17
106,"106C","CEOL",22,1,"T","C","LMR","SF",2019-06-15,"18","NA","NA","1",21.14,1.23,0.26,NA,"drop fell to side",NA,605811,4023871,2019-05-17
107,"107S","CEOL",23,1,"T","S","SF","LMR",2019-08-07,"0","0","0","NA",100,1.23,1.23,NA,NA,NA,605815,4023869,2019-05-17
107,"107C","CEOL",23,1,"T","C","LMR","LMR",2019-06-01,"150","NA","NA","0.05",100,1.23,1.23,NA,NA,NA,605815,4023869,2019-05-17
108,"108S","CEOL",24,1,"T","S","SF","LMR",2019-08-07,"1","0","3","NA",79.76,1.23,0.98,NA,NA,NA,605815,4023869,2019-05-17
108,"108C","CEOL",24,1,"T","C","LMR","SF",2019-06-15,"117","NA","NA","0.1",100,1.23,1.23,NA,NA,NA,605815,4023869,2019-05-17
109,"109S","CEOL",25,1,"T","S","SF","LMR",2019-08-07,"1","1","1","NA",100,1.23,1.23,NA,NA,NA,605815,4023869,2019-05-17
109,"109C","CEOL",25,1,"T","C","LMR","SF",2019-06-15,"242","NA","NA","0.05",100,1.23,1.23,NA,NA,NA,605815,4023869,2019-05-17
110,"110S","CEOL",26,1,"T","S","SF","LMR",2019-08-07,"1","1","0","NA",100,1.23,1.23,NA,NA,NA,605813,4023874,2019-05-17
110,"110C","CEOL",26,1,"T","C","LMR","SF",2019-06-15,"141","NA","NA","0.05",100,1.23,1.23,NA,NA,NA,605813,4023874,2019-05-17
111,"111S","CEOL",27,1,"T","S","SF","LMR",2019-08-07,"0","0","1","NA",61.09,1.23,0.75,NA,NA,NA,605813,4023874,2019-05-17
111,"111C","CEOL",27,1,"T","C","LMR","SF",2019-06-15,"55","NA","NA","0.1",61.21,1.23,0.75,NA,NA,NA,605813,4023874,2019-05-17
112,"112S","CEOL",28,1,"T","S","SF","LMR",2019-08-07,"1","1","0","NA",100,1.23,1.23,NA,NA,NA,605813,4023874,2019-05-17
112,"112C","CEOL",28,1,"T","C","LMR","EL",2019-06-15,"230","NA","NA","0.05",100,1.23,1.23,NA,NA,NA,605813,4023874,2019-05-17
113,"113S","CEOL",29,1,"T","S","SF","LMR",2019-08-07,"3","3","2","NA",100,1.23,1.23,NA,NA,NA,605813,4023874,2019-05-17
113,"113C","CEOL",29,1,"T","C","LMR","EL",2019-06-15,"108","NA","NA","0.1",100,1.23,1.23,NA,NA,NA,605813,4023874,2019-05-17
114,"114S","CEOL",30,1,"T","S","SF","LMR",2019-08-07,"1","0","2","NA",100,1.23,1.23,NA,NA,NA,605810,4023876,2019-05-17
114,"114C","CEOL",30,1,"T","C","LMR","EL",2019-06-15,"62","NA","NA","0.1",100,1.23,1.23,NA,NA,NA,605810,4023876,2019-05-17
115,"115S","CEOL",31,1,"T","S","SF","LMR",2019-08-07,"7","7","5","NA",100,1.23,1.23,NA,NA,NA,605810,4023876,2019-05-17
115,"115C","CEOL",31,1,"T","C","LMR","EL",2019-06-15,"113","NA","NA","0.05",100,1.23,1.23,NA,NA,NA,605810,4023876,2019-05-17
116,"116S","CEOL",32,1,"T","S","SF","LMR",2019-08-07,"10","8","9","NA",55.07,1.23,0.68,NA,NA,NA,605810,4023876,2019-05-17
116,"116C","CEOL",32,1,"T","C","LMR","EL",2019-06-15,"72","NA","NA","0.1",88.24,1.23,1.08,NA,NA,NA,605810,4023876,2019-05-17
117,"117C","CEOL",1,4,"C","C","LMR","EL",2019-06-15,"0","NA","NA","0.1",0,1.23,0,NA,NA,NA,605839,4023839,2019-05-17
117,"117S","CEOL",1,3,"C","S","EJH","LMR",2019-08-09,"0","0","0","NA",0,1.23,0,NA,"no drop",NA,605839,4023839,2019-05-17
118,"118S","CEOL",2,1,"C","S","EJH","LMR",2019-08-09,"0","0","0","NA",0,1.23,0,NA,NA,NA,605791,4023869,2019-05-17
118,"118C","CEOL",2,1,"C","C","LMR","EL",2019-06-15,"0","NA","NA","1",0,1.23,0,NA,NA,NA,605791,4023869,2019-05-17
119,"119S","CEOL",9,1,"C","S","EJH","LMR",2019-08-09,"0","0","0","NA",0,1.23,0,NA,NA,NA,605793,4023876,2019-05-17
119,"119C","CEOL",9,1,"C","C","LMR","EL",2019-06-15,"0","NA","NA","0.1",0,1.23,0,NA,NA,NA,605793,4023876,2019-05-17
120,"120S","CEOL",10,1,"C","S","EJH","LMR",2019-08-09,"0","0","0","NA",0,1.23,0,NA,NA,NA,605793,4023876,2019-05-17
120,"120C","CEOL",10,2,"C","C","LMR","EL",2019-06-15,"0","NA","NA","0.1",0,1.23,0,NA,NA,NA,605793,4023876,2019-05-17
121,"121S","CEOL",17,1,"C","S","EJH","LMR",2019-08-09,"0","0","0","NA",0,1.23,0,NA,"no drop",NA,605798,4023879,2019-05-17
121,"121C","CEOL",17,1,"C","C","LMR","EL",2019-06-15,"0","NA","NA","0.1",0,1.23,0,NA,"no drop",NA,605798,4023879,2019-05-17
122,"122S","CEOL",18,1,"C","S","EJH","LMR",2019-08-09,"0","0","0","NA",0,1.23,0,NA,NA,NA,605798,4023879,2019-05-17
122,"122C","CEOL",18,1,"C","C","LMR","EL",2019-06-15,"0","NA","NA","0.1",0,1.23,0,NA,NA,NA,605798,4023879,2019-05-17
123,"123S","CEOL",25,1,"C","S","EJH","LMR",2019-08-09,"0","0","0","NA",0,1.23,0,NA,NA,NA,605815,4023869,2019-05-17
123,"123C","CEOL",25,1,"C","C","LMR","EL",2019-06-15,"0","NA","NA","0.1",0,1.23,0,NA,NA,NA,605815,4023869,2019-05-17
124,"124S","CEOL",26,1,"C","S","EJH","LMR",2019-08-09,"0","0","0","NA",0,1.23,0,NA,NA,NA,605813,4023874,2019-05-17
124,"124C","CEOL",26,1,"C","C","LMR","EL",2019-06-15,"0","NA","NA","0.1",0,1.23,0,NA,NA,NA,605813,4023874,2019-05-17
125,"125C","CEOL",29,1,"C","C","LMR","EL",2019-06-15,"0","NA","NA","0.1",0,1.23,0,NA,NA,NA,605813,4023874,2019-05-17
125,"125S","CEOL",29,1,"C","S","EJH","LMR",2019-08-09,"0","0","0","NA",0,1.23,0,NA,"no drop, still wet",NA,605813,4023874,2019-05-17
126,"126S","CEOL",30,1,"C","S","EJH","LMR",2019-08-09,"0","0","0","NA",0,1.23,0,NA,NA,NA,605810,4023876,2019-05-17
126,"126C","CEOL",30,1,"C","C","LMR","EL",2019-06-15,"0","NA","NA","0.1",0,1.23,0,NA,NA,NA,605810,4023876,2019-05-17
127,"127S","HEAR",1,1,"T","S","LMR","LMR",2019-08-06,"0","1","1","NA",34.01,1.23,0.42,NA,"older leaf with some spots",NA,606071,4023751,2019-05-17
127,"127C","HEAR",1,1,"T","C","LMR","SF",2019-08-02,"0","NA","NA","1",32.2,1.23,0.4,NA,"older leaf with some spots",NA,606071,4023751,2019-05-17
128,"128S","HEAR",2,1,"T","S","LMR","LMR",2019-08-06,"0","0","1","NA",86.38,1.23,1.06,NA,NA,NA,606067,4023750,2019-05-17
128,"128C","HEAR",2,1,"T","C","LMR","SF",2019-08-02,"0","NA","NA","1",46.33,1.23,0.57,NA,NA,NA,606067,4023750,2019-05-17
129,"129S","HEAR",3,1,"T","S","LMR","LMR",2019-08-06,"2","0","1","NA",49.12,1.23,0.6,NA,NA,NA,606195,4023677,2019-05-17
129,"129C","HEAR",3,1,"T","C","LMR","SF",2019-08-02,"0","NA","NA","1",32.11,1.23,0.39,NA,NA,NA,606195,4023677,2019-05-17
130,"130S","HEAR",4,1,"T","S","LMR","LMR",2019-08-06,"0","0","0","NA",0,1.23,0,1,NA,NA,606120,4023666,2019-05-17
130,"130C","HEAR",4,1,"T","C","LMR","SF",2019-08-02,"0","NA","NA","1",52.92,1.23,0.65,NA,NA,NA,606120,4023666,2019-05-17
131,"131S","HEAR",5,1,"T","S","LMR","LMR",2019-08-06,"1","2","1","NA",21.01,1.23,0.26,NA,"older leaf with some spots",NA,606118,4023674,2019-05-17
131,"131C","HEAR",5,1,"T","C","LMR","SF",2019-08-02,"0","NA","NA","1",0,1.23,0,1,"older leaf with some spots",NA,606118,4023674,2019-05-17
132,"132S","HEAR",6,1,"T","S","LMR","LMR",2019-08-06,"0","1","0","NA",12.11,1.23,0.15,NA,NA,NA,606064,4023741,2019-05-17
132,"132C","HEAR",6,1,"T","C","LMR","SF",2019-08-02,"0","NA","NA","1",52.49,1.23,0.64,NA,NA,NA,606064,4023741,2019-05-17
133,"133S","HEAR",7,1,"T","S","LMR","LMR",2019-08-06,"2","1","0","NA",68.26,1.23,0.84,NA,"nice new adult leaf",NA,606110,4023729,2019-05-17
133,"133C","HEAR",7,1,"T","C","LMR","SF",2019-08-06,"0","NA","NA","1",38.53,1.23,0.47,NA,"nice new adult leaf",NA,606110,4023729,2019-05-17
134,"134S","HEAR",8,1,"T","S","LMR","LMR",2019-08-06,"0","1","1","NA",45.99,1.23,0.56,NA,NA,NA,606121,4023694,2019-05-17
134,"134C","HEAR",8,1,"T","C","LMR","SF",2019-08-06,"0","NA","NA","1",62.12,1.23,0.76,NA,NA,NA,606121,4023694,2019-05-17
135,"135S","HEAR",9,1,"T","S","LMR","LMR",2019-08-06,"0","0","1","NA",19.57,1.23,0.24,NA,"older lvs",NA,606121,4023695,2019-05-17
135,"135C","HEAR",9,2,"T","C","LMR","SF",2019-08-06,"0","NA","NA","1",39.02,1.23,0.48,NA,"older lvs",NA,606121,4023695,2019-05-17
136,"136S","HEAR",10,1,"T","S","LMR","LMR",2019-08-06,"1","1","1","NA",83.29,1.23,1.02,NA,NA,NA,606119,4023691,2019-05-17
136,"136C","HEAR",10,1,"T","C","LMR","SF",2019-08-09,"0","NA","NA","1",53.15,1.23,0.65,NA,NA,NA,606119,4023691,2019-05-17
137,"137S","HEAR",11,1,"T","S","LMR","LMR",2019-08-06,"1","1","2","NA",49.81,1.23,0.61,NA,NA,NA,606226,4023928,2019-05-17
137,"137C","HEAR",11,1,"T","C","LMR","SF",2019-08-09,"0","NA","NA","1",39.8,1.23,0.49,NA,NA,NA,606226,4023928,2019-05-17
138,"138S","HEAR",12,1,"T","S","LMR","LMR",2019-08-06,"0","3","1","NA",0,1.23,0,1,NA,NA,606246,4023940,2019-05-17
138,"138C","HEAR",12,1,"T","C","LMR","SF",2019-08-09,"0","NA","NA","1",26.17,1.23,0.32,NA,NA,NA,606246,4023940,2019-05-17
139,"139S","HEAR",13,1,"T","S","LMR","LMR",2019-08-06,"2","0","1","NA",36.38,1.23,0.45,NA,"older lvs",NA,606330,4023944,2019-05-17
139,"139C","HEAR",13,1,"T","C","LMR","SF",2019-08-09,"0","NA","NA","1",0,1.23,0,1,"older lvs",NA,606330,4023944,2019-05-17
140,"140S","HEAR",14,1,"T","S","LMR","LMR",2019-08-06,"0","0","0","NA",29.97,1.23,0.37,NA,NA,NA,606313,4024090,2019-05-17
140,"140C","HEAR",14,1,"T","C","LMR","SF",2019-08-09,"0","NA","NA","1",27.65,1.23,0.34,NA,NA,NA,606313,4024090,2019-05-17
141,"141S","HEAR",15,1,"T","S","LMR","LMR",2019-08-06,"0","0","0","NA",11.38,1.23,0.14,NA,NA,NA,606311,4024087,2019-05-17
141,"141C","HEAR",15,1,"T","C","LMR","SF",2019-08-09,"0","NA","NA","1",0,1.23,0,1,NA,NA,606311,4024087,2019-05-17
142,"142S","HEAR",16,1,"T","S","LMR","LMR",2019-08-06,"0","1","1","NA",16.87,1.23,0.21,NA,NA,NA,606310,4024108,2019-05-17
142,"142C","HEAR",16,1,"T","C","LMR","SF",2019-08-09,"0","NA","NA","1",27.68,1.23,0.34,NA,NA,NA,606310,4024108,2019-05-17
143,"143S","HEAR",17,1,"T","S","LMR","LMR",2019-08-06,"1","1","4","NA",44.98,1.23,0.55,NA,NA,NA,606311,4024114,2019-05-17
143,"143C","HEAR",17,1,"T","C","LMR","SF",2019-08-09,"0","NA","NA","1",15.5,1.23,0.19,NA,NA,NA,606311,4024114,2019-05-17
144,"144S","HEAR",18,1,"T","S","LMR","LMR",2019-08-06,"1","0","1","NA",23.14,1.23,0.28,NA,NA,NA,606309,4024118,2019-05-17
144,"144C","HEAR",18,1,"T","C","LMR","SF",2019-08-09,"0","NA","NA","1",37.48,1.23,0.46,NA,NA,NA,606309,4024118,2019-05-17
145,"145S","HEAR",19,1,"T","S","LMR","LMR",2019-08-06,"0","2","1","NA",5,1.23,0.06,NA,NA,NA,606311,4024118,2019-05-17
145,"145C","HEAR",19,1,"T","C","LMR","SF",2019-08-09,"0","NA","NA","1",0,1.23,0,1,NA,NA,606311,4024118,2019-05-17
146,"146S","HEAR",20,1,"T","S","LMR","LMR",2019-08-06,"0","0","0","NA",35.63,1.23,0.44,NA,"older lvs",NA,606313,4024122,2019-05-17
146,"146C","HEAR",20,1,"T","C","LMR","SF",2019-08-09,"0","NA","NA","1",25.75,1.23,0.32,NA,"older lvs",NA,606313,4024122,2019-05-17
147,"147S","HEAR",21,1,"T","S","LMR","LMR",2019-08-06,"1","1","0","NA",44.55,1.23,0.55,NA,NA,NA,606311,4024115,2019-05-17
147,"147C","HEAR",21,1,"T","C","LMR","SF",2019-08-09,"0","NA","NA","1",38.76,1.23,0.48,NA,NA,NA,606311,4024115,2019-05-17
148,"148S","HEAR",22,1,"T","S","LMR","LMR",2019-08-06,"0","0","1","NA",29.51,1.23,0.36,NA,NA,NA,606336,4024147,2019-05-17
148,"148C","HEAR",22,1,"T","C","LMR","SF",2019-08-09,"0","NA","NA","1",23.4,1.23,0.29,NA,NA,NA,606336,4024147,2019-05-17
149,"149S","HEAR",23,1,"T","S","LMR","LMR",2019-08-06,"0","0","0","NA",37.1,1.23,0.46,NA,NA,NA,606341,4024151,2019-05-17
149,"149C","HEAR",23,1,"T","C","LMR","SF",2019-08-09,"0","NA","NA","1",27.65,1.23,0.34,NA,NA,NA,606341,4024151,2019-05-17
150,"150S","HEAR",24,1,"T","S","LMR","LMR",2019-08-06,"2","0","2","NA",0,1.23,0,1,NA,NA,606333,4024153,2019-05-17
150,"150C","HEAR",24,1,"T","C","LMR","SF",2019-08-09,"0","NA","NA","1",23.99,1.23,0.29,NA,NA,NA,606333,4024153,2019-05-17
151,"151S","HEAR",25,1,"T","S","LMR","LMR",2019-08-06,"2","1","3","NA",20.62,1.23,0.25,NA,"drop dry, but lesions present. Lid still wet",NA,606335,4024154,2019-05-17
151,"151C","HEAR",25,1,"T","C","LMR","SF",2019-08-09,"0","NA","NA","1",2.96,1.23,0.04,NA,"drop dry, but lesions present. Lid still wet",NA,606335,4024154,2019-05-17
152,"152S","HEAR",26,1,"T","S","LMR","LMR",2019-08-06,"0","0","1","NA",30.23,1.23,0.37,NA,"drop dry, but lesions present. Lid still wet",NA,606333,4024156,2019-05-17
152,"152C","HEAR",26,1,"T","C","LMR","SF",2019-08-09,"0","NA","NA","1",19.33,1.23,0.24,NA,"drop dry, but lesions present. Lid still wet",NA,606333,4024156,2019-05-17
153,"153S","HEAR",27,1,"T","S","LMR","LMR",2019-08-06,"0","1","0","NA",20.52,1.23,0.25,NA,"drop dry, but lesions present. Lid still wet",NA,606333,4024158,2019-05-17
153,"153C","HEAR",27,1,"T","C","LMR","SF",2019-08-09,"0","NA","NA","1",22.3,1.23,0.27,NA,"drop dry, but lesions present. Lid still wet",NA,606333,4024158,2019-05-17
154,"154S","HEAR",28,1,"T","S","LMR","LMR",2019-08-06,"1","4","0","NA",31.64,1.23,0.39,NA,"drop dry, but lesions present. Lid still wet",NA,606341,4024168,2019-05-17
154,"154C","HEAR",28,1,"T","C","LMR","SF",2019-08-09,"0","NA","NA","1",29.11,1.23,0.36,NA,"drop dry, but lesions present. Lid still wet",NA,606341,4024168,2019-05-17
155,"155S","HEAR",29,1,"T","S","LMR","LMR",2019-08-06,"1","1","1","NA",41.37,1.23,0.51,NA,NA,NA,606347,4024169,2019-05-17
155,"155C","HEAR",29,1,"T","C","LMR","SF",2019-08-09,"0","NA","NA","1",33.35,1.23,0.41,NA,NA,NA,606347,4024169,2019-05-17
156,"156S","HEAR",30,1,"T","S","LMR","LMR",2019-08-06,"0","1","1","NA",30.64,1.23,0.38,NA,NA,NA,606353,4024187,2019-05-17
156,"156C","HEAR",30,1,"T","C","LMR","SF",2019-08-09,"0","NA","NA","1",22.97,1.23,0.28,NA,NA,NA,606353,4024187,2019-05-17
157,"157S","HEAR",31,1,"T","S","LMR","LMR",2019-08-06,"0","0","0","NA",42.66,1.23,0.52,NA,NA,NA,606355,4024188,2019-05-17
157,"157C","HEAR",31,1,"T","C","LMR","SF",2019-08-09,"0","NA","NA","1",43.32,1.23,0.53,NA,NA,NA,606355,4024188,2019-05-17
158,"158S","HEAR",32,1,"T","S","LMR","LMR",2019-08-06,"0","0","0","NA",84.53,1.23,1.04,NA,NA,NA,606353,4024188,2019-05-17
158,"158C","HEAR",32,1,"T","C","LMR","SF",2019-08-09,"0","NA","NA","1",61.79,1.23,0.76,NA,NA,NA,606353,4024188,2019-05-17
159,"159S","HEAR",1,1,"C","S","HP","LMR",2019-08-09,"0","0","0","NA",0,1.23,0,NA,"older leaf with some spots",NA,606071,4023751,2019-05-17
159,"159C","HEAR",1,1,"C","C","LMR","SF",2019-08-09,"0","NA","NA","1",0,1.23,0,NA,"older leaf with some spots",NA,606071,4023751,2019-05-17
160,"160S","HEAR",2,1,"C","S","HP","LMR",2019-08-09,"0","0","0","NA",0,1.23,0,NA,NA,NA,606067,4023750,2019-05-17
160,"160C","HEAR",2,1,"C","C","LMR","SF",2019-08-09,"0","NA","NA","1",0,1.23,0,NA,NA,NA,606067,4023750,2019-05-17
161,"161S","HEAR",9,1,"C","S","HP","LMR",2019-08-09,"0","0","0","NA",0.1,1.23,0,NA,"older lvs",NA,606121,4023695,2019-05-17
161,"161C","HEAR",9,2,"C","C","LMR","SF",2019-08-09,"0","NA","NA","1",0,1.23,0,NA,"older lvs",NA,606121,4023695,2019-05-17
162,"162S","HEAR",10,1,"C","S","HP","LMR",2019-08-09,"0","0","0","NA",0,1.23,0,NA,NA,NA,606119,4023691,2019-05-17
162,"162C","HEAR",10,1,"C","C","LMR","SF",2019-08-09,"0","NA","NA","1",0,1.23,0,NA,NA,NA,606119,4023691,2019-05-17
163,"163S","HEAR",17,1,"C","S","HP","LMR",2019-08-09,"0","0","0","NA",0,1.23,0,NA,NA,NA,606311,4024114,2019-05-17
163,"163C","HEAR",17,1,"C","C","LMR","SF",2019-08-09,"0","NA","NA","1",0,1.23,0,NA,NA,NA,606311,4024114,2019-05-17
164,"164S","HEAR",18,1,"C","S","HP","LMR",2019-08-09,"0","0","0","NA",0,1.23,0,NA,NA,NA,606309,4024118,2019-05-17
164,"164C","HEAR",18,1,"C","C","LMR","SF",2019-08-09,"0","NA","NA","1",0,1.23,0,NA,NA,NA,606309,4024118,2019-05-17
165,"165S","HEAR",25,1,"C","S","HP","LMR",2019-08-09,"0","0","0","NA",0,1.23,0,NA,NA,NA,606335,4024154,2019-05-17
165,"165C","HEAR",25,1,"C","C","LMR","SF",2019-08-09,"0","NA","NA","1",0,1.23,0,NA,NA,NA,606335,4024154,2019-05-17
166,"166S","HEAR",26,1,"C","S","HP","LMR",2019-08-09,"0","0","0","NA",0.44,1.23,0.01,NA,NA,NA,606333,4024156,2019-05-17
166,"166C","HEAR",26,1,"C","C","LMR","SF",2019-08-09,"0","NA","NA","1",0,1.23,0,NA,NA,NA,606333,4024156,2019-05-17
167,"167S","HEAR",29,1,"C","S","HP","LMR",2019-08-09,"0","0","0","NA",0,1.23,0,NA,NA,NA,606347,4024169,2019-05-17
167,"167C","HEAR",29,1,"C","C","LMR","SF",2019-08-09,"0","NA","NA","1",0,1.23,0,NA,NA,NA,606347,4024169,2019-05-17
168,"168S","HEAR",30,1,"C","S","HP","LMR",2019-08-09,"0","0","0","NA",0,1.23,0,NA,NA,NA,606353,4024187,2019-05-17
168,"168C","HEAR",30,1,"C","C","LMR","SF",2019-08-09,"0","NA","NA","1",0,1.23,0,NA,NA,NA,606353,4024187,2019-05-17
169,"169S","LIDE",1,1,"T","S","LMR","LMR",2019-08-01,"2","6","1","NA",13.55,1.23,0.17,NA,NA,NA,605866,4023810,2019-05-17
169,"169C","LIDE",1,1,"T","C","LMR","EL",2019-07-16,"0","NA","NA","1",12.37,1.23,0.15,NA,NA,NA,605866,4023810,2019-05-17
170,"170C","LIDE",2,1,"T","C","LMR","EL",2019-07-16,"0","NA","NA","1",6.15,1.23,0.08,NA,NA,NA,605835,4023819,2019-05-17
170,"170S","LIDE",2,1,"T","S","LMR","LMR",2019-08-01,"5","4","3","NA",4.81,1.23,0.06,NA,"no drop",NA,605835,4023819,2019-05-17
171,"171S","LIDE",3,1,"T","S","LMR","LMR",2019-08-01,"10","17","17","NA",10.04,1.23,0.12,NA,NA,NA,605839,4023823,2019-05-17
171,"171C","LIDE",3,1,"T","C","LMR","EL",2019-07-16,"0","NA","NA","1",2.75,1.23,0.03,NA,NA,NA,605839,4023823,2019-05-17
