leafID,leafID2,species,ind,leaf,trt,spore_assay,total area,perc_lesion
373,373S,QUPA,13,1,T,S,2828,15.185
374,374S,QUPA,14,1,T,S,4187,22.482
375,375S,QUPA,15,1,T,S,2301,12.355
376,376S,QUPA,16,1,T,S,2209,11.861
377,377S,QUPA,17,1,T,S,2036,10.577
378,378S,QUPA,18,1,T,S,2419,12.566
379,379S,QUPA,19,1,T,S,3565,18.519
380,380S,QUPA,20,1,T,S,1805,10.419
381,381S,QUPA,21,1,T,S,1331,7.333
382,382S,QUPA,22,1,T,S,1640,100
383,383S,QUPA,23,1,T,S,2278,12.642
384,384S,QUPA,24,1,T,S,1877,10.162
385,385S,QUPA,25,1,T,S,10203,53.052
386,386S,QUPA,26,1,T,S,484,2.529
387,387S,QUPA,27,1,T,S,13758,74.918
388,388S,QUPA,28,1,T,S,3450,19.291
389,389S,QUPA,29,1,T,S,2765,15.236
390,390S,QUPA,30,1,T,S,2937,16.184
391,391S,QUPA,31,1,T,S,4373,24.096
392,392S,QUPA,32,1,T,S,6057,33.376
393,393S,QUPA,1,1,C,S,0,
394,394S,QUPA,2,1,C,S,0,
395,395S,QUPA,3,1,C,S,0,
396,396S,QUPA,4,1,C,S,0,
397,397S,QUPA,5,1,C,S,0,
398,398S,QUPA,6,1,C,S,0,
399,399S,QUPA,7,1,C,S,656,
400,400S,QUPA,8,1,C,S,0,
401,401S,QUPA,9,1,C,S,0,
402,402S,QUPA,10,1,C,S,0,
403,403S,QUPA,11,1,C,S,0,
404,404S,QUPA,12,1,C,S,0,
405,405S,QUPA,13,1,C,S,0,
406,406S,QUPA,14,1,C,S,0,
407,407S,QUPA,15,1,C,S,0,
408,408S,QUPA,16,1,C,S,0,
409,409S,QUPA,17,1,C,S,1470,
410,410S,QUPA,18,1,C,S,0,
411,411S,QUPA,19,1,C,S,0,
412,412S,QUPA,20,1,C,S,0,
413,413S,QUPA,21,1,C,S,0,
414,414S,QUPA,22,1,C,S,4368,
415,415S,QUPA,23,1,C,S,0,
416,416S,QUPA,24,1,C,S,299,
417,417S,QUPA,25,1,C,S,0,
418,418S,QUPA,26,1,C,S,2944,
419,419S,QUPA,27,1,C,S,0,
420,420S,QUPA,28,1,C,S,,100
421,421S,QUPA,29,1,C,S,0,
422,422S,QUPA,30,1,C,S,0,
423,423S,QUPA,31,1,C,S,0,
424,424S,QUPA,32,1,C,S,0,
425,425S,TODI,1,1,T,S,6575,49.369
425,425C,TODI,1,1,T,C,5021,35.07
426,426S,TODI,2,1,T,S,9672,64.761
426,426C,TODI,2,1,T,C,8751,58.594
427,427S,TODI,3,1,T,S,957,6.685
427,427C,TODI,3,1,T,C,495,3.458
428,428S,TODI,4,1,T,S,74,0.517
428,428C,TODI,4,1,T,C,52,0.363
429,429S,TODI,5,1,T,S,2895,21.985
429,429C,TODI,5,1,T,C,4132,29.938
430,430S,TODI,6,1,T,S,292,2.116
430,430C,TODI,6,1,T,C,1135,8.223
431,431S,TODI,7,1,T,S,4310,30.567
431,431C,TODI,7,1,T,C,203,1.397
432,432S,TODI,8,1,T,S,575,3.956
432,432C,TODI,8,1,T,C,2003,15.128
433,433S,TODI,9,1,T,S,102,0.724
433,433C,TODI,9,1,T,C,252,1.79
434,434S,TODI,10,1,T,S,206,1.463
434,434C,TODI,10,1,T,C,4501,31.432
435,435S,TODI,11,1,T,S,8934,65.25
435,435C,TODI,11,1,T,C,7412,53.324
436,436S,TODI,12,1,T,S,4460,32.086
436,436C,TODI,12,1,T,C,3788,27.252
437,437S,TODI,13,1,T,S,5446,40.115
437,437C,TODI,13,1,T,C,551,4.022
438,438S,TODI,14,1,T,S,6598,48.6
438,438C,TODI,14,1,T,C,7406,54.552
439,439S,TODI,15,1,T,S,722,5.27
439,439C,TODI,15,1,T,C,1269,9.263
440,440S,TODI,16,1,T,S,3501,25.788
440,440C,TODI,16,1,T,C,4290,31.6
441,441S,TODI,17,1,T,S,8494,63.568
441,441C,TODI,17,1,T,C,5544,41.491
442,442S,TODI,18,1,T,S,6817,46.577
442,442C,TODI,18,1,T,C,5744,39.246
443,443S,TODI,19,1,T,S,14610,99.822
443,443C,TODI,19,1,T,C,14056,86.403
444,444S,TODI,20,1,T,S,293,1.876
444,444C,TODI,20,1,T,C,210,1.345
445,445S,TODI,21,1,T,S,99,0.662
445,445C,TODI,21,1,T,C,218,1.458
446,446S,TODI,22,1,T,S,2534,18.507
446,446C,TODI,22,1,T,C,299,2.151
447,447S,TODI,23,1,T,S,3301,22.734
447,447C,TODI,23,1,T,C,623,3.929
448,448S,TODI,24,1,T,S,1930,12.172
448,448C,TODI,24,1,T,C,1793,12.167
449,449S,TODI,25,1,T,S,786,5.334
449,449C,TODI,25,1,T,C,95,0.645
450,450S,TODI,26,1,T,S,780,5.293
450,450C,TODI,26,1,T,C,311,2.11
451,451S,TODI,27,1,T,S,3117,20.115
451,451C,TODI,27,1,T,C,4150,26.781
452,452S,TODI,28,1,T,S,640,4.343
452,452C,TODI,28,1,T,C,246,1.669
453,453S,TODI,29,1,T,S,2299,14.94
453,453C,TODI,29,1,T,C,559,3.823
454,454S,TODI,30,1,T,S,578,4.036
454,454C,TODI,30,1,T,C,701,5.123
455,455S,TODI,31,1,T,S,3647,26.652
455,455C,TODI,31,1,T,C,4470,32.666
456,456S,TODI,32,1,T,S,9454,69.088
456,456C,TODI,32,1,T,C,9493,62.52
457,457S,TODI,1,1,C,S,0,
457,457C,TODI,1,1,C,C,0,
458,458S,TODI,2,1,C,S,0,
458,458C,TODI,2,1,C,C,225,
459,459S,TODI,9,1,C,S,0,
459,459C,TODI,9,1,C,C,0,
460,460S,TODI,10,1,C,S,0,
460,460C,TODI,10,1,C,C,0,
461,461S,TODI,17,1,C,S,0,
461,461C,TODI,17,1,C,C,0,
462,462S,TODI,18,1,C,S,564,3.509
462,462C,TODI,18,1,C,C,135,0.909
463,463S,TODI,25,1,C,S,0,
463,463C,TODI,25,1,C,C,0,
464,464S,TODI,26,1,C,S,0,
464,464C,TODI,26,1,C,C,0,
465,465S,TODI,29,1,C,S,0,
465,465C,TODI,29,1,C,C,0,
466,466S,TODI,30,1,C,S,0,
466,466C,TODI,30,1,C,C,0,
467,467S,UMCA,1,1,T,S,4463,23.494
467,467C,UMCA,1,1,T,C,1704,8.592
468,468S,UMCA,2,1,T,S,9576,51.431
468,468C,UMCA,2,1,T,C,6076,35.336
469,469S,UMCA,3,1,T,S,2512,12.666
469,469C,UMCA,3,1,T,C,1447,7.296
470,470S,UMCA,4,1,T,S,7288,40.404
470,470C,UMCA,4,1,T,C,6383,35.386
471,471S,UMCA,5,1,T,S,3108,
471,471C,UMCA,5,1,T,C,3049,
472,472S,UMCA,6,1,T,S,4098,25.365
472,472C,UMCA,6,1,T,C,66,0.376
473,473S,UMCA,7,1,T,S,4643,26.42
473,473C,UMCA,7,1,T,C,4540,
474,474S,UMCA,8,1,T,S,3327,
474,474C,UMCA,8,1,T,C,6578,39.522
475,475S,UMCA,9,1,T,S,2564,14.799
475,475C,UMCA,9,1,T,C,2325,12.986
476,476S,UMCA,10,1,T,S,5406,29.052
476,476C,UMCA,10,1,T,C,3834,22.615
477,477S,UMCA,11,1,T,S,2317,12.672
477,477C,UMCA,11,1,T,C,4436,24.262
478,478S,UMCA,12,1,T,S,5947,32.526
478,478C,UMCA,12,1,T,C,8439,46.155
479,479S,UMCA,13,1,T,S,2734,16.206
479,479C,UMCA,13,1,T,C,2802,16.609
480,480S,UMCA,14,1,T,S,3058,
480,480C,UMCA,14,1,T,C,4026,24.04
481,481S,UMCA,15,1,T,S,7203,43.011
481,481C,UMCA,15,1,T,C,14250,85.09
482,482S,UMCA,16,1,T,S,5289,31.156
482,482C,UMCA,16,1,T,C,5537,32.617
483,483S,UMCA,17,1,T,S,6541,34.175
483,483C,UMCA,17,1,T,C,10043,52.471
484,484S,UMCA,18,1,T,S,5034,28.3
484,484C,UMCA,18,1,T,C,5600,29.258
485,485S,UMCA,19,1,T,S,5191,26.983
485,485C,UMCA,19,1,T,C,1690,9.567
486,486S,UMCA,20,1,T,S,4251,25.757
486,486C,UMCA,20,1,T,C,3159,17.644
487,487S,UMCA,21,1,T,S,2761,16.052
487,487C,UMCA,21,1,T,C,2936,17.07
488,488S,UMCA,22,1,T,S,890,5.038
488,488C,UMCA,22,1,T,C,570,3.184
489,489S,UMCA,23,1,T,S,3293,17.438
489,489C,UMCA,23,1,T,C,4157,23.244
490,490S,UMCA,24,1,T,S,1864,10.765
490,490C,UMCA,24,1,T,C,3075,17.758
491,491S,UMCA,25,1,T,S,1005,5.92
491,491C,UMCA,25,1,T,C,10068,48.829
492,492S,UMCA,26,1,T,S,5647,28.433
492,492C,UMCA,26,1,T,C,10366,52.174
493,493S,UMCA,27,1,T,S,4688,24.684
493,493C,UMCA,27,1,T,C,3367,19.571
494,494S,UMCA,28,1,T,S,4016,21.146
494,494C,UMCA,28,1,T,C,3264,18.463
495,495S,UMCA,29,1,T,S,9364,51.27
495,495C,UMCA,29,1,T,C,7983,45.743
496,496S,UMCA,30,1,T,S,2816,15.304
496,496C,UMCA,30,1,T,C,1086,6.494
497,497S,UMCA,31,1,T,S,1277,6.516
497,497C,UMCA,31,1,T,C,6147,33.006
498,498S,UMCA,32,1,T,S,798,4.285
498,498C,UMCA,32,1,T,C,2430,13.048
499,499S,UMCA,1,1,C,S,,0
499,499C,UMCA,1,1,C,C,,0
500,500S,UMCA,2,1,C,S,3639,
500,500C,UMCA,2,1,C,C,1054,
501,501S,UMCA,3,1,C,S,,0
501,501C,UMCA,3,1,C,C,,0
502,502S,UMCA,4,1,C,S,,0
502,502C,UMCA,4,1,C,C,,0
503,503S,UMCA,5,1,C,S,,0
503,503C,UMCA,5,1,C,C,,0
504,504S,UMCA,6,1,C,S,908,
504,504C,UMCA,6,1,C,C,452,
505,505S,UMCA,7,1,C,S,358,
505,505C,UMCA,7,1,C,C,0,
506,506S,UMCA,8,1,C,S,74,0.502
506,506C,UMCA,8,1,C,C,91,0.618
507,507S,UMCA,9,1,C,S,,1
507,507C,UMCA,9,1,C,C,,0
508,508S,UMCA,10,1,C,S,,0
508,508C,UMCA,10,1,C,C,,0
509,509S,UMCA,11,1,C,S,,0
509,509C,UMCA,11,1,C,C,,0
510,510S,UMCA,12,1,C,S,,0
510,510C,UMCA,12,1,C,C,,0
511,511S,UMCA,13,1,C,S,,0
511,511C,UMCA,13,1,C,C,,0
512,512S,UMCA,14,1,C,S,,0
512,512C,UMCA,14,1,C,C,,0
513,513S,UMCA,15,1,C,S,,0
513,513C,UMCA,15,1,C,C,,0
514,514S,UMCA,16,1,C,S,,0
514,514C,UMCA,16,1,C,C,,0
515,515S,UMCA,17,1,C,S,0,
515,515C,UMCA,17,1,C,C,0,
516,516S,UMCA,18,1,C,S,0,
516,516C,UMCA,18,1,C,C,0,
517,517S,UMCA,19,1,C,S,0,
517,517C,UMCA,19,1,C,C,410,
518,518S,UMCA,20,1,C,S,0,
518,518C,UMCA,20,1,C,C,0,
519,519S,UMCA,21,1,C,S,0,
519,519C,UMCA,21,1,C,C,0,
520,520S,UMCA,22,1,C,S,0,
520,520C,UMCA,22,1,C,C,0,
521,521S,UMCA,23,1,C,S,0,
521,521C,UMCA,23,1,C,C,0,
522,522S,UMCA,24,1,C,S,0,
522,522C,UMCA,24,1,C,C,0,
523,523S,UMCA,25,1,C,S,101,
523,523C,UMCA,25,1,C,C,0,
524,524S,UMCA,26,1,C,S,0,
524,524C,UMCA,26,1,C,C,119,
525,525S,UMCA,27,1,C,S,0,
525,525C,UMCA,27,1,C,C,0,
526,526S,UMCA,28,1,C,S,0,
526,526C,UMCA,28,1,C,C,0,
527,527S,UMCA,29,1,C,S,0,
527,527C,UMCA,29,1,C,C,0,
528,528S,UMCA,30,1,C,S,0,
528,528C,UMCA,30,1,C,C,334,1.855
529,529S,UMCA,31,1,C,S,1809,
529,529C,UMCA,31,1,C,C,0,
530,530S,UMCA,32,1,C,S,0,
530,530C,UMCA,32,1,C,C,0,
531,531S,PIPO,1,1,T,S,,
531,531C,PIPO,1,1,T,C,,
532,532S,PIPO,2,1,T,S,,
532,532C,PIPO,2,1,T,C,,
533,533S,PIPO,3,1,T,S,,
533,533C,PIPO,3,1,T,C,,
534,534S,PIPO,4,1,T,S,,
534,534C,PIPO,4,1,T,C,,
535,535S,PIPO,5,1,T,S,,
535,535C,PIPO,5,1,T,C,,
536,536S,PIPO,6,1,T,S,,
536,536C,PIPO,6,1,T,C,,
537,537S,PIPO,7,1,T,S,,
537,537C,PIPO,7,1,T,C,,
538,538S,PIPO,8,1,T,S,,
538,538C,PIPO,8,1,T,C,,
539,539S,PIPO,9,1,T,S,,
539,539C,PIPO,9,1,T,C,,
540,540S,PIPO,10,1,T,S,,
540,540C,PIPO,10,1,T,C,,
541,541S,PIPO,11,1,T,S,,
541,541C,PIPO,11,1,T,C,,
542,542S,PIPO,12,1,T,S,,
542,542C,PIPO,12,1,T,C,,
543,543S,PIPO,13,1,T,S,,
543,543C,PIPO,13,1,T,C,,
544,544S,PIPO,14,1,T,S,,
544,544C,PIPO,14,1,T,C,,
545,545S,PIPO,15,1,T,S,,
545,545C,PIPO,15,1,T,C,,
546,546S,PIPO,16,1,T,S,,
546,546C,PIPO,16,1,T,C,,
547,547S,PIPO,17,1,T,S,,
547,547C,PIPO,17,1,T,C,,
548,548S,PIPO,18,1,T,S,,
548,548C,PIPO,18,1,T,C,,
549,549S,PIPO,19,1,T,S,,
549,549C,PIPO,19,1,T,C,,
550,550S,PIPO,20,1,T,S,,
550,550C,PIPO,20,1,T,C,,
551,551S,PIPO,21,1,T,S,,
551,551C,PIPO,21,1,T,C,,
552,552S,PIPO,22,1,T,S,,
552,552C,PIPO,22,1,T,C,,
553,553S,PIPO,23,1,T,S,,
553,553C,PIPO,23,1,T,C,,
554,554S,PIPO,24,1,T,S,,
554,554C,PIPO,24,1,T,C,,
555,555S,PIPO,25,1,T,S,,
555,555C,PIPO,25,1,T,C,,
556,556S,PIPO,26,1,T,S,,
556,556C,PIPO,26,1,T,C,,
557,557S,PIPO,27,1,T,S,,
557,557C,PIPO,27,1,T,C,,
558,558S,PIPO,28,1,T,S,,
558,558C,PIPO,28,1,T,C,,
559,559S,PIPO,29,1,T,S,,
559,559C,PIPO,29,1,T,C,,
560,560S,PIPO,30,1,T,S,,
560,560C,PIPO,30,1,T,C,,
561,561S,PIPO,31,1,T,S,,
561,561C,PIPO,31,1,T,C,,
562,562S,PIPO,32,1,T,S,,
562,562C,PIPO,32,1,T,C,,
563,563S,PIPO,1,2,C,S,,
563,563C,PIPO,1,2,C,C,,
564,564S,PIPO,2,2,C,S,,
564,564C,PIPO,2,2,C,C,,
565,565S,PIPO,5,2,C,S,,
565,565C,PIPO,5,2,C,C,,
566,566S,PIPO,6,2,C,S,,
566,566C,PIPO,6,2,C,C,,
567,567S,PIPO,9,2,C,S,,
567,567C,PIPO,9,2,C,C,,
568,568S,PIPO,13,2,C,S,,
568,568C,PIPO,13,2,C,C,,
569,569S,PIPO,17,2,C,S,,
569,569C,PIPO,17,2,C,C,,
570,570S,PIPO,21,2,C,S,,
570,570C,PIPO,21,2,C,C,,
571,571S,PIPO,25,2,C,S,,
571,571C,PIPO,25,2,C,C,,
572,572S,PIPO,29,2,C,S,,
572,572C,PIPO,29,2,C,C,,
573,573S,SESE,1,1,T,S,,
573,573C,SESE,1,1,T,C,,
574,574S,SESE,2,1,T,S,,
574,574C,SESE,2,1,T,C,,
575,575S,SESE,3,1,T,S,,
575,575C,SESE,3,1,T,C,,
576,576S,SESE,4,1,T,S,,
576,576C,SESE,4,1,T,C,,
577,577S,SESE,5,1,T,S,,
577,577C,SESE,5,1,T,C,,
578,578S,SESE,6,1,T,S,,
578,578C,SESE,6,1,T,C,,
579,579S,SESE,7,1,T,S,,
579,579C,SESE,7,1,T,C,,
580,580S,SESE,8,1,T,S,,
580,580C,SESE,8,1,T,C,,
581,581S,SESE,9,1,T,S,,
581,581C,SESE,9,1,T,C,,
582,582S,SESE,10,1,T,S,,
582,582C,SESE,10,1,T,C,,
583,583S,SESE,11,1,T,S,,
583,583C,SESE,11,1,T,C,,
584,584S,SESE,12,1,T,S,,
584,584C,SESE,12,1,T,C,,
585,585S,SESE,13,1,T,S,,
585,585C,SESE,13,1,T,C,,
586,586S,SESE,14,1,T,S,,
586,586C,SESE,14,1,T,C,,
587,587S,SESE,15,1,T,S,,
587,587C,SESE,15,1,T,C,,
588,588S,SESE,16,1,T,S,,
588,588C,SESE,16,1,T,C,,
589,589S,SESE,17,1,T,S,,
589,589C,SESE,17,1,T,C,,
590,590S,SESE,18,1,T,S,,
590,590C,SESE,18,1,T,C,,
591,591S,SESE,19,1,T,S,,
591,591C,SESE,19,1,T,C,,
592,592S,SESE,20,1,T,S,,
592,592C,SESE,20,1,T,C,,
593,593S,SESE,21,1,T,S,,
593,593C,SESE,21,1,T,C,,
594,594S,SESE,22,1,T,S,,
594,594C,SESE,22,1,T,C,,
595,595S,SESE,23,1,T,S,,
595,595C,SESE,23,1,T,C,,
596,596S,SESE,24,1,T,S,,
596,596C,SESE,24,1,T,C,,
597,597S,SESE,25,1,T,S,,
597,597C,SESE,25,1,T,C,,
598,598S,SESE,26,1,T,S,,
598,598C,SESE,26,1,T,C,,
599,599S,SESE,27,1,T,S,,
599,599C,SESE,27,1,T,C,,
600,600S,SESE,28,1,T,S,,
600,600C,SESE,28,1,T,C,,
601,601S,SESE,29,1,T,S,,
601,601C,SESE,29,1,T,C,,
602,602S,SESE,30,1,T,S,,
602,602C,SESE,30,1,T,C,,
603,603S,SESE,31,1,T,S,,
603,603C,SESE,31,1,T,C,,
604,604S,SESE,32,1,T,S,,
604,604C,SESE,32,1,T,C,,
605,605S,SESE,1,2,C,S,,
605,605C,SESE,1,2,C,C,,
606,606S,SESE,2,2,C,S,,
606,606C,SESE,2,2,C,C,,
607,607S,SESE,5,2,C,S,,
607,607C,SESE,5,2,C,C,,
608,608S,SESE,6,2,C,S,,
608,608C,SESE,6,2,C,C,,
609,609S,SESE,9,2,C,S,,
609,609C,SESE,9,2,C,C,,
610,610S,SESE,13,2,C,S,,
610,610C,SESE,13,2,C,C,,
611,611S,SESE,17,2,C,S,,
611,611C,SESE,17,2,C,C,,
612,612S,SESE,21,2,C,S,,
612,612C,SESE,21,2,C,C,,
613,613S,SESE,25,2,C,S,,
613,613C,SESE,25,2,C,C,,
614,614S,SESE,29,2,C,S,,
614,614C,SESE,29,2,C,C,,
615,615S,PSME,1,1,T,S,,
615,615C,PSME,1,1,T,C,,
616,616S,PSME,2,1,T,S,,
616,616C,PSME,2,1,T,C,,
617,617S,PSME,3,1,T,S,,
617,617C,PSME,3,1,T,C,,
618,618S,PSME,4,1,T,S,,
618,618C,PSME,4,1,T,C,,
619,619S,PSME,5,1,T,S,,
619,619C,PSME,5,1,T,C,,
620,620S,PSME,6,1,T,S,,
620,620C,PSME,6,1,T,C,,
621,621S,PSME,7,1,T,S,,
621,621C,PSME,7,1,T,C,,
622,622S,PSME,8,1,T,S,,
622,622C,PSME,8,1,T,C,,
623,623S,PSME,9,1,T,S,,
623,623C,PSME,9,1,T,C,,
624,624S,PSME,10,1,T,S,,
624,624C,PSME,10,1,T,C,,
625,625S,PSME,11,1,T,S,,
625,625C,PSME,11,1,T,C,,
626,626S,PSME,12,1,T,S,,
626,626C,PSME,12,1,T,C,,
627,627S,PSME,13,1,T,S,,
627,627C,PSME,13,1,T,C,,
628,628S,PSME,14,1,T,S,,
628,628C,PSME,14,1,T,C,,
629,629S,PSME,15,1,T,S,,
629,629C,PSME,15,1,T,C,,
630,630S,PSME,16,1,T,S,,
630,630C,PSME,16,1,T,C,,
631,631S,PSME,17,1,T,S,,
631,631C,PSME,17,1,T,C,,
632,632S,PSME,18,1,T,S,,
632,632C,PSME,18,1,T,C,,
633,633S,PSME,19,1,T,S,,
633,633C,PSME,19,1,T,C,,
634,634S,PSME,20,1,T,S,,
634,634C,PSME,20,1,T,C,,
635,635S,PSME,21,1,T,S,,
635,635C,PSME,21,1,T,C,,
636,636S,PSME,22,1,T,S,,
636,636C,PSME,22,1,T,C,,
637,637S,PSME,23,1,T,S,,
637,637C,PSME,23,1,T,C,,
638,638S,PSME,24,1,T,S,,
638,638C,PSME,24,1,T,C,,
639,639S,PSME,25,1,T,S,,
639,639C,PSME,25,1,T,C,,
640,640S,PSME,26,1,T,S,,
640,640C,PSME,26,1,T,C,,
641,641S,PSME,27,1,T,S,,
641,641C,PSME,27,1,T,C,,
642,642S,PSME,28,1,T,S,,
642,642C,PSME,28,1,T,C,,
643,643S,PSME,29,1,T,S,,
643,643C,PSME,29,1,T,C,,
644,644S,PSME,30,1,T,S,,
644,644C,PSME,30,1,T,C,,
645,645S,PSME,31,1,T,S,,
645,645C,PSME,31,1,T,C,,
646,646S,PSME,32,1,T,S,,
646,646C,PSME,32,1,T,C,,
647,647S,PSME,1,2,C,S,,
647,647C,PSME,1,2,C,C,,
648,648S,PSME,2,2,C,S,,
648,648C,PSME,2,2,C,C,,
649,649S,PSME,5,2,C,S,,
649,649C,PSME,5,2,C,C,,
650,650S,PSME,6,2,C,S,,
650,650C,PSME,6,2,C,C,,
651,651S,PSME,9,2,C,S,,
651,651C,PSME,9,2,C,C,,
652,652S,PSME,13,2,C,S,,
652,652C,PSME,13,2,C,C,,
653,653S,PSME,17,2,C,S,,
653,653C,PSME,17,2,C,C,,
654,654S,PSME,21,2,C,S,,
654,654C,PSME,21,2,C,C,,
655,655S,PSME,25,2,C,S,,
655,655C,PSME,25,2,C,C,,
656,656S,PSME,29,2,C,S,,
656,656C,PSME,29,2,C,C,,
657,657S,UMCAD,1,1,T,S,,
657,657C,UMCAD,1,1,T,C,,
658,658S,UMCAD,2,1,T,S,,
658,658C,UMCAD,2,1,T,C,,
659,659S,UMCAD,3,1,T,S,,
659,659C,UMCAD,3,1,T,C,,
660,660S,UMCAD,4,1,T,S,,
660,660C,UMCAD,4,1,T,C,,
661,661S,UMCAD,5,1,T,S,,
661,661C,UMCAD,5,1,T,C,,
662,662S,UMCAD,6,1,T,S,,
662,662C,UMCAD,6,1,T,C,,
663,663S,UMCAD,7,1,T,S,,
663,663C,UMCAD,7,1,T,C,,
664,664S,UMCAD,8,1,T,S,,
664,664C,UMCAD,8,1,T,C,,
665,665S,UMCAD,9,1,T,S,,
665,665C,UMCAD,9,1,T,C,,
666,666S,UMCAD,10,1,T,S,,
666,666C,UMCAD,10,1,T,C,,
667,667S,UMCAD,1,2,C,S,,
667,667C,UMCAD,1,2,C,C,,
668,668S,UMCAD,2,2,C,S,,
668,668C,UMCAD,2,2,C,C,,
669,669S,UMCAD,3,2,C,S,,
669,669C,UMCAD,3,2,C,C,,
670,670S,UMCAD,4,2,C,S,,
670,670C,UMCAD,4,2,C,C,,
671,671S,UMCAD,5,2,C,S,,
671,671C,UMCAD,5,2,C,C,,
672,672S,UMCAD,6,2,C,S,,
672,672C,UMCAD,6,2,C,C,,
673,673S,UMCAD,7,2,C,S,,
673,673C,UMCAD,7,2,C,C,,
674,674S,UMCAD,8,2,C,S,,
674,674C,UMCAD,8,2,C,C,,
675,675S,UMCAD,9,2,C,S,,
675,675C,UMCAD,9,2,C,C,,
676,676S,UMCAD,10,2,C,S,,
676,676C,UMCAD,10,2,C,C,,
677,677S,LIDED,1,1,T,S,,
677,677C,LIDED,1,1,T,C,,
678,678S,LIDED,2,1,T,S,,
678,678C,LIDED,2,1,T,C,,
679,679S,LIDED,3,1,T,S,,
679,679C,LIDED,3,1,T,C,,
680,680S,LIDED,4,1,T,S,,
680,680C,LIDED,4,1,T,C,,
681,681S,LIDED,5,1,T,S,,
681,681C,LIDED,5,1,T,C,,
682,682S,LIDED,6,1,T,S,,
682,682C,LIDED,6,1,T,C,,
683,683S,LIDED,7,1,T,S,,
683,683C,LIDED,7,1,T,C,,
684,684S,LIDED,8,1,T,S,,
684,684C,LIDED,8,1,T,C,,
685,685S,LIDED,9,1,T,S,,
685,685C,LIDED,9,1,T,C,,
686,686S,LIDED,10,1,T,S,,
686,686C,LIDED,10,1,T,C,,
687,687S,LIDED,1,2,C,S,,
687,687C,LIDED,1,2,C,C,,
688,688S,LIDED,2,2,C,S,,
688,688C,LIDED,2,2,C,C,,
689,689S,LIDED,3,2,C,S,,
689,689C,LIDED,3,2,C,C,,
690,690S,LIDED,4,2,C,S,,
690,690C,LIDED,4,2,C,C,,
691,691S,LIDED,5,2,C,S,,
691,691C,LIDED,5,2,C,C,,
692,692S,LIDED,6,2,C,S,,
692,692C,LIDED,6,2,C,C,,
693,693S,LIDED,7,2,C,S,,
693,693C,LIDED,7,2,C,C,,
694,694S,LIDED,8,2,C,S,,
694,694C,LIDED,8,2,C,C,,
695,695S,LIDED,9,2,C,S,,
695,695C,LIDED,9,2,C,C,,
696,696S,LIDED,10,2,C,S,,
696,696C,LIDED,10,2,C,C,,
