"elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
0,0,-795.302305734607,37.6056821905705,18.7058832491371,4.11914606870615,1590.60461146921,75.2113643811409
-19.901874707464,7.90638088447122,-815.204180442072,37.0776156754658,13.5718827490314,3.61328823298269,1630.40836088414,74.1552313509315
-21.4591919443176,5.50103272277975,-816.761497678925,36.9500189937717,17.5808876948215,4.45940386569279,1633.52299535785,73.9000379875435
-3609.27556049201,971.991362567584,-4404.57786622661,987.057482856158,492.980016259256,117.281861700175,8809.15573245323,1974.11496571232
-3626.73292504164,965.727794360546,-4422.03523077625,980.786541733521,472.864727566567,109.597476383097,8844.0704615525,1961.57308346704
